"","loc_label","age.label","age","sex","pop.PNADc","pop_adj"
"1","belo horizonte","0-15",0,"Men",11534,11534
"2","belo horizonte","0-15",0,"Women",14439,14439
"3","belo horizonte","0-15",1,"Men",14966,14966
"4","belo horizonte","0-15",1,"Women",15976,15976
"5","belo horizonte","0-15",2,"Men",14927,14927
"6","belo horizonte","0-15",2,"Women",11060,11060
"7","belo horizonte","0-15",3,"Men",12796,12796
"8","belo horizonte","0-15",3,"Women",21130,21130
"9","belo horizonte","0-15",4,"Men",16407,16407
"10","belo horizonte","0-15",4,"Women",15417,15417
"11","belo horizonte","0-15",5,"Men",17467,17467
"12","belo horizonte","0-15",5,"Women",16187,16187
"13","belo horizonte","0-15",6,"Men",10500,10500
"14","belo horizonte","0-15",6,"Women",15510,15510
"15","belo horizonte","0-15",7,"Men",14107,14107
"16","belo horizonte","0-15",7,"Women",17558,17558
"17","belo horizonte","0-15",8,"Men",10703,10703
"18","belo horizonte","0-15",8,"Women",15993,15993
"19","belo horizonte","0-15",9,"Men",13431,13431
"20","belo horizonte","0-15",9,"Women",19914,19914
"21","belo horizonte","0-15",10,"Men",14049,14049
"22","belo horizonte","0-15",10,"Women",12598,12598
"23","belo horizonte","0-15",11,"Men",13713,13713
"24","belo horizonte","0-15",11,"Women",12358,12358
"25","belo horizonte","0-15",12,"Men",20859,20859
"26","belo horizonte","0-15",12,"Women",11692,11692
"27","belo horizonte","0-15",13,"Men",17013,17013
"28","belo horizonte","0-15",13,"Women",15200,15200
"29","belo horizonte","0-15",14,"Men",15440,15440
"30","belo horizonte","0-15",14,"Women",8945,8945
"31","belo horizonte","0-15",15,"Men",13180,13180
"32","belo horizonte","0-15",15,"Women",15584,15584
"33","belo horizonte","16-29",16,"Men",13373,13373
"34","belo horizonte","16-29",16,"Women",17145,17145
"35","belo horizonte","16-29",17,"Men",22365,22365
"36","belo horizonte","16-29",17,"Women",17454,17454
"37","belo horizonte","16-29",18,"Men",17087,17087
"38","belo horizonte","16-29",18,"Women",20746,20746
"39","belo horizonte","16-29",19,"Men",15768,15768
"40","belo horizonte","16-29",19,"Women",13285,13285
"41","belo horizonte","16-29",20,"Men",21244,21244
"42","belo horizonte","16-29",20,"Women",21873,21873
"43","belo horizonte","16-29",21,"Men",19919,19919
"44","belo horizonte","16-29",21,"Women",19924,19924
"45","belo horizonte","16-29",22,"Men",21695,21695
"46","belo horizonte","16-29",22,"Women",31779,31779
"47","belo horizonte","16-29",23,"Men",18485,18485
"48","belo horizonte","16-29",23,"Women",14589,14589
"49","belo horizonte","16-29",24,"Men",21833,21833
"50","belo horizonte","16-29",24,"Women",24425,24425
"51","belo horizonte","16-29",25,"Men",19031,19031
"52","belo horizonte","16-29",25,"Women",22279,22279
"53","belo horizonte","16-29",26,"Men",15714,15714
"54","belo horizonte","16-29",26,"Women",27887,27887
"55","belo horizonte","16-29",27,"Men",19076,19076
"56","belo horizonte","16-29",27,"Women",21542,21542
"57","belo horizonte","16-29",28,"Men",25413,25413
"58","belo horizonte","16-29",28,"Women",18350,18350
"59","belo horizonte","16-29",29,"Men",16261,16261
"60","belo horizonte","16-29",29,"Women",18659,18659
"61","belo horizonte","30-39",30,"Men",22043,22043
"62","belo horizonte","30-39",30,"Women",25443,25443
"63","belo horizonte","30-39",31,"Men",14951,14951
"64","belo horizonte","30-39",31,"Women",23766,23766
"65","belo horizonte","30-39",32,"Men",28072,28072
"66","belo horizonte","30-39",32,"Women",17548,17548
"67","belo horizonte","30-39",33,"Men",22914,22914
"68","belo horizonte","30-39",33,"Women",18967,18967
"69","belo horizonte","30-39",34,"Men",19434,19434
"70","belo horizonte","30-39",34,"Women",21201,21201
"71","belo horizonte","30-39",35,"Men",14128,14128
"72","belo horizonte","30-39",35,"Women",20513,20513
"73","belo horizonte","30-39",36,"Men",20750,20750
"74","belo horizonte","30-39",36,"Women",23822,23822
"75","belo horizonte","30-39",37,"Men",18887,18887
"76","belo horizonte","30-39",37,"Women",25288,25288
"77","belo horizonte","30-39",38,"Men",22134,22134
"78","belo horizonte","30-39",38,"Women",24853,24853
"79","belo horizonte","30-39",39,"Men",21558,21558
"80","belo horizonte","30-39",39,"Women",27267,27267
"81","belo horizonte","40-49",40,"Men",21554,21554
"82","belo horizonte","40-49",40,"Women",18025,18025
"83","belo horizonte","40-49",41,"Men",16316,16316
"84","belo horizonte","40-49",41,"Women",18377,18377
"85","belo horizonte","40-49",42,"Men",20657,20657
"86","belo horizonte","40-49",42,"Women",25162,25162
"87","belo horizonte","40-49",43,"Men",17546,17546
"88","belo horizonte","40-49",43,"Women",23361,23361
"89","belo horizonte","40-49",44,"Men",9922,9922
"90","belo horizonte","40-49",44,"Women",25378,25378
"91","belo horizonte","40-49",45,"Men",18880,18880
"92","belo horizonte","40-49",45,"Women",23118,23118
"93","belo horizonte","40-49",46,"Men",18614,18614
"94","belo horizonte","40-49",46,"Women",18342,18342
"95","belo horizonte","40-49",47,"Men",17453,17453
"96","belo horizonte","40-49",47,"Women",22089,22089
"97","belo horizonte","40-49",48,"Men",18641,18641
"98","belo horizonte","40-49",48,"Women",12068,12068
"99","belo horizonte","40-49",49,"Men",16031,16031
"100","belo horizonte","40-49",49,"Women",17066,17066
"101","belo horizonte","50-59",50,"Men",19334,19334
"102","belo horizonte","50-59",50,"Women",14886,14886
"103","belo horizonte","50-59",51,"Men",15474,15474
"104","belo horizonte","50-59",51,"Women",22367,22367
"105","belo horizonte","50-59",52,"Men",13632,13632
"106","belo horizonte","50-59",52,"Women",14082,14082
"107","belo horizonte","50-59",53,"Men",9000,9000
"108","belo horizonte","50-59",53,"Women",13759,13759
"109","belo horizonte","50-59",54,"Men",17069,17069
"110","belo horizonte","50-59",54,"Women",9969,9969
"111","belo horizonte","50-59",55,"Men",16109,16109
"112","belo horizonte","50-59",55,"Women",21976,21976
"113","belo horizonte","50-59",56,"Men",16256,16256
"114","belo horizonte","50-59",56,"Women",15100,15100
"115","belo horizonte","50-59",57,"Men",17672,17672
"116","belo horizonte","50-59",57,"Women",16324,16324
"117","belo horizonte","50-59",58,"Men",15971,15971
"118","belo horizonte","50-59",58,"Women",15314,15314
"119","belo horizonte","50-59",59,"Men",15098,15098
"120","belo horizonte","50-59",59,"Women",16874,16874
"121","belo horizonte","60-69",60,"Men",12546,12546
"122","belo horizonte","60-69",60,"Women",15382,15382
"123","belo horizonte","60-69",61,"Men",11690,11690
"124","belo horizonte","60-69",61,"Women",20003,20003
"125","belo horizonte","60-69",62,"Men",13578,13578
"126","belo horizonte","60-69",62,"Women",14506,14506
"127","belo horizonte","60-69",63,"Men",15382,15382
"128","belo horizonte","60-69",63,"Women",12162,12162
"129","belo horizonte","60-69",64,"Men",6599,6599
"130","belo horizonte","60-69",64,"Women",9747,9747
"131","belo horizonte","60-69",65,"Men",7610,7610
"132","belo horizonte","60-69",65,"Women",9217,9217
"133","belo horizonte","60-69",66,"Men",8703,8703
"134","belo horizonte","60-69",66,"Women",19938,19938
"135","belo horizonte","60-69",67,"Men",11171,11171
"136","belo horizonte","60-69",67,"Women",15879,15879
"137","belo horizonte","60-69",68,"Men",8917,8917
"138","belo horizonte","60-69",68,"Women",6600,6600
"139","belo horizonte","60-69",69,"Men",7021,7021
"140","belo horizonte","60-69",69,"Women",11607,11607
"141","belo horizonte","70-74",70,"Men",10396,11539.5372915143
"142","belo horizonte","70-74",70,"Women",6709,7446.97534520676
"143","belo horizonte","70-74",71,"Men",5748,6380.26744436555
"144","belo horizonte","70-74",71,"Women",7623,8461.51334871235
"145","belo horizonte","70-74",72,"Men",7716,8564.74314556795
"146","belo horizonte","70-74",72,"Women",8637,9587.0511337831
"147","belo horizonte","70-74",73,"Men",5172,5740.90870255021
"148","belo horizonte","70-74",73,"Women",9314,10338.5196549792
"149","belo horizonte","70-74",74,"Men",6485,7198.3358345008
"150","belo horizonte","70-74",74,"Women",6327,7022.95617962784
"151","belo horizonte","75-79",75,"Men",5039,5762.63208301983
"152","belo horizonte","75-79",75,"Women",8202,9379.85877057524
"153","belo horizonte","75-79",76,"Men",2621,2997.39207969736
"154","belo horizonte","75-79",76,"Women",8298,9489.6449741811
"155","belo horizonte","75-79",77,"Men",4274,4887.77327303567
"156","belo horizonte","75-79",77,"Women",2691,3077.44451982662
"157","belo horizonte","75-79",78,"Men",5535,6329.86080165008
"158","belo horizonte","75-79",78,"Women",5252,6006.22022227032
"159","belo horizonte","75-79",79,"Men",3093,3537.17424742614
"160","belo horizonte","75-79",79,"Women",4976,5690.58488690349
"161","belo horizonte","80-84",80,"Men",1989,1989
"162","belo horizonte","80-84",80,"Women",4866,4866
"163","belo horizonte","80-84",81,"Men",1629,1629
"164","belo horizonte","80-84",81,"Women",5332,5332
"165","belo horizonte","80-84",82,"Men",6752,6752
"166","belo horizonte","80-84",82,"Women",4663,4663
"167","belo horizonte","80-84",83,"Men",1761,1761
"168","belo horizonte","80-84",83,"Women",6116,6116
"169","belo horizonte","80-84",84,"Men",1607,1607
"170","belo horizonte","80-84",84,"Women",6028,6028
"171","belo horizonte","85-89",85,"Men",2707,2707
"172","belo horizonte","85-89",85,"Women",4959,4959
"173","belo horizonte","85-89",86,"Men",2221,2221
"174","belo horizonte","85-89",86,"Women",5840,5840
"175","belo horizonte","85-89",87,"Men",2640,2640
"176","belo horizonte","85-89",87,"Women",2543,2543
"177","belo horizonte","85-89",88,"Men",1694,1694
"178","belo horizonte","85-89",88,"Women",2438,2438
"179","belo horizonte","85-89",89,"Men",1293,1293
"180","belo horizonte","85-89",89,"Women",1998,1998
"181","belo horizonte","90+",90,"Men",913,1018.14449326514
"182","belo horizonte","90+",90,"Women",1847,2059.70742503913
"183","belo horizonte","90+",91,"Men",172,191.808163024759
"184","belo horizonte","90+",91,"Women",1110,1237.8317497528
"185","belo horizonte","90+",92,"Men",171,190.692999286243
"186","belo horizonte","90+",92,"Women",373,415.956074466483
"187","belo horizonte","90+",93,"Men",1269,1415.14278417685
"188","belo horizonte","90+",93,"Women",782,872.058043519543
"189","belo horizonte","90+",94,"Women",609,679.134716756268
"190","belo horizonte","90+",95,"Women",2098,2339.61352340665
"191","belo horizonte","90+",96,"Women",1422,1585.76283616981
"192","belo horizonte","90+",98,"Men",531,592.151945152017
"193","belo horizonte","90+",98,"Women",1075,1198.80101890474
"194","belo horizonte","90+",99,"Men",390,434.913858021256
"195","belo horizonte","90+",99,"Women",503,560.927360473568
"196","belo horizonte","90+",104,"Women",618,689.171190402913
"197","curitiba","0-15",0,"Men",9635,9635
"198","curitiba","0-15",0,"Women",7910,7910
"199","curitiba","0-15",1,"Men",7101,7101
"200","curitiba","0-15",1,"Women",8151,8151
"201","curitiba","0-15",2,"Men",11432,11432
"202","curitiba","0-15",2,"Women",9742,9742
"203","curitiba","0-15",3,"Men",9404,9404
"204","curitiba","0-15",3,"Women",11746,11746
"205","curitiba","0-15",4,"Men",14867,14867
"206","curitiba","0-15",4,"Women",11802,11802
"207","curitiba","0-15",5,"Men",10575,10575
"208","curitiba","0-15",5,"Women",9436,9436
"209","curitiba","0-15",6,"Men",9988,9988
"210","curitiba","0-15",6,"Women",11991,11991
"211","curitiba","0-15",7,"Men",13505,13505
"212","curitiba","0-15",7,"Women",9957,9957
"213","curitiba","0-15",8,"Men",12101,12101
"214","curitiba","0-15",8,"Women",8381,8381
"215","curitiba","0-15",9,"Men",8227,8227
"216","curitiba","0-15",9,"Women",15622,15622
"217","curitiba","0-15",10,"Men",13001,13001
"218","curitiba","0-15",10,"Women",8461,8461
"219","curitiba","0-15",11,"Men",13776,13776
"220","curitiba","0-15",11,"Women",11864,11864
"221","curitiba","0-15",12,"Men",8199,8199
"222","curitiba","0-15",12,"Women",10888,10888
"223","curitiba","0-15",13,"Men",10238,10238
"224","curitiba","0-15",13,"Women",8653,8653
"225","curitiba","0-15",14,"Men",8109,8109
"226","curitiba","0-15",14,"Women",14185,14185
"227","curitiba","0-15",15,"Men",15179,15179
"228","curitiba","0-15",15,"Women",11332,11332
"229","curitiba","16-29",16,"Men",11643,11643
"230","curitiba","16-29",16,"Women",9461,9461
"231","curitiba","16-29",17,"Men",10860,10860
"232","curitiba","16-29",17,"Women",6859,6859
"233","curitiba","16-29",18,"Men",10705,10705
"234","curitiba","16-29",18,"Women",8382,8382
"235","curitiba","16-29",19,"Men",6402,6402
"236","curitiba","16-29",19,"Women",13939,13939
"237","curitiba","16-29",20,"Men",21206,21206
"238","curitiba","16-29",20,"Women",12038,12038
"239","curitiba","16-29",21,"Men",16068,16068
"240","curitiba","16-29",21,"Women",22176,22176
"241","curitiba","16-29",22,"Men",14029,14029
"242","curitiba","16-29",22,"Women",17893,17893
"243","curitiba","16-29",23,"Men",13355,13355
"244","curitiba","16-29",23,"Women",11982,11982
"245","curitiba","16-29",24,"Men",19166,19166
"246","curitiba","16-29",24,"Women",12845,12845
"247","curitiba","16-29",25,"Men",13686,13686
"248","curitiba","16-29",25,"Women",10889,10889
"249","curitiba","16-29",26,"Men",14702,14702
"250","curitiba","16-29",26,"Women",14001,14001
"251","curitiba","16-29",27,"Men",13268,13268
"252","curitiba","16-29",27,"Women",11346,11346
"253","curitiba","16-29",28,"Men",15141,15141
"254","curitiba","16-29",28,"Women",21028,21028
"255","curitiba","16-29",29,"Men",12828,12828
"256","curitiba","16-29",29,"Women",10686,10686
"257","curitiba","30-39",30,"Men",16077,16077
"258","curitiba","30-39",30,"Women",15996,15996
"259","curitiba","30-39",31,"Men",11152,11152
"260","curitiba","30-39",31,"Women",14938,14938
"261","curitiba","30-39",32,"Men",11329,11329
"262","curitiba","30-39",32,"Women",12242,12242
"263","curitiba","30-39",33,"Men",14723,14723
"264","curitiba","30-39",33,"Women",12820,12820
"265","curitiba","30-39",34,"Men",18199,18199
"266","curitiba","30-39",34,"Women",17243,17243
"267","curitiba","30-39",35,"Men",17510,17510
"268","curitiba","30-39",35,"Women",11878,11878
"269","curitiba","30-39",36,"Men",16084,16084
"270","curitiba","30-39",36,"Women",15092,15092
"271","curitiba","30-39",37,"Men",17394,17394
"272","curitiba","30-39",37,"Women",15913,15913
"273","curitiba","30-39",38,"Men",19663,19663
"274","curitiba","30-39",38,"Women",12694,12694
"275","curitiba","30-39",39,"Men",18924,18924
"276","curitiba","30-39",39,"Women",21971,21971
"277","curitiba","40-49",40,"Men",10288,10288
"278","curitiba","40-49",40,"Women",11304,11304
"279","curitiba","40-49",41,"Men",15936,15936
"280","curitiba","40-49",41,"Women",15752,15752
"281","curitiba","40-49",42,"Men",11382,11382
"282","curitiba","40-49",42,"Women",15485,15485
"283","curitiba","40-49",43,"Men",10594,10594
"284","curitiba","40-49",43,"Women",16703,16703
"285","curitiba","40-49",44,"Men",11938,11938
"286","curitiba","40-49",44,"Women",16005,16005
"287","curitiba","40-49",45,"Men",12543,12543
"288","curitiba","40-49",45,"Women",13576,13576
"289","curitiba","40-49",46,"Men",15336,15336
"290","curitiba","40-49",46,"Women",11703,11703
"291","curitiba","40-49",47,"Men",10668,10668
"292","curitiba","40-49",47,"Women",14563,14563
"293","curitiba","40-49",48,"Men",11074,11074
"294","curitiba","40-49",48,"Women",14542,14542
"295","curitiba","40-49",49,"Men",13530,13530
"296","curitiba","40-49",49,"Women",12219,12219
"297","curitiba","50-59",50,"Men",8132,8132
"298","curitiba","50-59",50,"Women",16792,16792
"299","curitiba","50-59",51,"Men",5470,5470
"300","curitiba","50-59",51,"Women",7941,7941
"301","curitiba","50-59",52,"Men",7378,7378
"302","curitiba","50-59",52,"Women",9863,9863
"303","curitiba","50-59",53,"Men",14280,14280
"304","curitiba","50-59",53,"Women",10531,10531
"305","curitiba","50-59",54,"Men",9926,9926
"306","curitiba","50-59",54,"Women",16225,16225
"307","curitiba","50-59",55,"Men",9872,9872
"308","curitiba","50-59",55,"Women",14300,14300
"309","curitiba","50-59",56,"Men",9030,9030
"310","curitiba","50-59",56,"Women",7666,7666
"311","curitiba","50-59",57,"Men",8750,8750
"312","curitiba","50-59",57,"Women",12600,12600
"313","curitiba","50-59",58,"Men",8025,8025
"314","curitiba","50-59",58,"Women",12059,12059
"315","curitiba","50-59",59,"Men",11068,11068
"316","curitiba","50-59",59,"Women",9006,9006
"317","curitiba","60-69",60,"Men",6111,6209.93444590944
"318","curitiba","60-69",60,"Women",8862,9005.47194561438
"319","curitiba","60-69",61,"Men",12058,12253.213802778
"320","curitiba","60-69",61,"Women",13098,13310.0509527936
"321","curitiba","60-69",62,"Men",9799,9957.64157019582
"322","curitiba","60-69",62,"Women",8122,8253.49166579553
"323","curitiba","60-69",63,"Men",6654,6761.72538096571
"324","curitiba","60-69",63,"Women",9374,9525.76100408364
"325","curitiba","60-69",64,"Men",5225,5309.59048926147
"326","curitiba","60-69",64,"Women",12172,12369.0594134527
"327","curitiba","60-69",65,"Men",9405,9557.26288067065
"328","curitiba","60-69",65,"Women",5573,5663.22445868979
"329","curitiba","60-69",66,"Men",7756,7881.5662841554
"330","curitiba","60-69",66,"Women",8229,8362.22394949907
"331","curitiba","60-69",67,"Men",9965,10126.3290383714
"332","curitiba","60-69",67,"Women",4386,4457.00744227767
"333","curitiba","60-69",68,"Men",4044,4109.47061025328
"334","curitiba","60-69",68,"Women",7276,7393.79529184047
"335","curitiba","60-69",69,"Men",6658,6765.790139235
"336","curitiba","60-69",69,"Women",6987,7100.11650688419
"337","curitiba","70-74",70,"Men",5072,5072
"338","curitiba","70-74",70,"Women",8997,8997
"339","curitiba","70-74",71,"Men",7427,7427
"340","curitiba","70-74",71,"Women",7025,7025
"341","curitiba","70-74",72,"Men",3197,3197
"342","curitiba","70-74",72,"Women",5541,5541
"343","curitiba","70-74",73,"Men",4640,4640
"344","curitiba","70-74",73,"Women",8416,8416
"345","curitiba","70-74",74,"Men",3781,3781
"346","curitiba","70-74",74,"Women",4679,4679
"347","curitiba","75-79",75,"Men",3905,3905
"348","curitiba","75-79",75,"Women",7163,7163
"349","curitiba","75-79",76,"Men",3205,3205
"350","curitiba","75-79",76,"Women",3425,3425
"351","curitiba","75-79",77,"Men",1473,1473
"352","curitiba","75-79",77,"Women",5802,5802
"353","curitiba","75-79",78,"Men",2204,2204
"354","curitiba","75-79",78,"Women",5531,5531
"355","curitiba","75-79",79,"Men",3632,3632
"356","curitiba","75-79",79,"Women",2356,2356
"357","curitiba","80-84",80,"Men",3027,3027
"358","curitiba","80-84",80,"Women",5636,5636
"359","curitiba","80-84",81,"Men",1325,1325
"360","curitiba","80-84",81,"Women",3091,3091
"361","curitiba","80-84",82,"Men",1882,1882
"362","curitiba","80-84",82,"Women",1925,1925
"363","curitiba","80-84",83,"Men",2525,2525
"364","curitiba","80-84",83,"Women",2648,2648
"365","curitiba","80-84",84,"Men",1080,1080
"366","curitiba","80-84",84,"Women",1724,1724
"367","curitiba","85-89",85,"Men",1947,2077.81916329285
"368","curitiba","85-89",85,"Women",2570,2742.67860794177
"369","curitiba","85-89",86,"Men",465,496.24340571709
"370","curitiba","85-89",86,"Women",2616,2791.76935345356
"371","curitiba","85-89",87,"Men",1149,1226.20144767513
"372","curitiba","85-89",87,"Women",1514,1615.72584141005
"373","curitiba","85-89",88,"Men",322,343.635218582587
"374","curitiba","85-89",88,"Women",1204,1284.89690426533
"375","curitiba","85-89",89,"Women",563,600.828037459616
"376","curitiba","90+",90,"Men",648,843.563985774006
"377","curitiba","90+",90,"Women",2019,2628.32667789771
"378","curitiba","90+",91,"Men",537,699.064599321978
"379","curitiba","90+",91,"Women",279,363.201160541586
"380","curitiba","90+",92,"Women",964,1254.93160846627
"381","curitiba","90+",93,"Women",279,363.201160541586
"382","curitiba","90+",94,"Men",138,179.647885859279
"383","curitiba","90+",96,"Men",248,322.845476036965
"384","curitiba","90+",96,"Women",275,357.993975444216
"385","curitiba","90+",101,"Men",441,574.092156985088
"386","florianopolis","0-15",0,"Men",3075,3075
"387","florianopolis","0-15",0,"Women",1046,1046
"388","florianopolis","0-15",1,"Men",2015,2015
"389","florianopolis","0-15",1,"Women",1577,1577
"390","florianopolis","0-15",2,"Men",3531,3531
"391","florianopolis","0-15",2,"Women",3754,3754
"392","florianopolis","0-15",3,"Men",1872,1872
"393","florianopolis","0-15",3,"Women",2095,2095
"394","florianopolis","0-15",4,"Men",2550,2550
"395","florianopolis","0-15",4,"Women",3914,3914
"396","florianopolis","0-15",5,"Men",2667,2667
"397","florianopolis","0-15",5,"Women",990,990
"398","florianopolis","0-15",6,"Men",2023,2023
"399","florianopolis","0-15",6,"Women",5334,5334
"400","florianopolis","0-15",7,"Men",3749,3749
"401","florianopolis","0-15",7,"Women",2726,2726
"402","florianopolis","0-15",8,"Men",2463,2463
"403","florianopolis","0-15",8,"Women",2494,2494
"404","florianopolis","0-15",9,"Men",3828,3828
"405","florianopolis","0-15",9,"Women",1667,1667
"406","florianopolis","0-15",10,"Men",1976,1976
"407","florianopolis","0-15",10,"Women",2934,2934
"408","florianopolis","0-15",11,"Men",2909,2909
"409","florianopolis","0-15",11,"Women",4003,4003
"410","florianopolis","0-15",12,"Men",2520,2520
"411","florianopolis","0-15",12,"Women",549,549
"412","florianopolis","0-15",13,"Men",1607,1607
"413","florianopolis","0-15",14,"Men",2832,2832
"414","florianopolis","0-15",14,"Women",2396,2396
"415","florianopolis","0-15",15,"Men",3451,3451
"416","florianopolis","0-15",15,"Women",2102,2102
"417","florianopolis","16-29",16,"Men",3551,3551
"418","florianopolis","16-29",16,"Women",2466,2466
"419","florianopolis","16-29",17,"Men",1308,1308
"420","florianopolis","16-29",17,"Women",2922,2922
"421","florianopolis","16-29",18,"Men",2033,2033
"422","florianopolis","16-29",18,"Women",2808,2808
"423","florianopolis","16-29",19,"Men",2479,2479
"424","florianopolis","16-29",19,"Women",4274,4274
"425","florianopolis","16-29",20,"Men",2695,2695
"426","florianopolis","16-29",20,"Women",3860,3860
"427","florianopolis","16-29",21,"Men",4583,4583
"428","florianopolis","16-29",21,"Women",2079,2079
"429","florianopolis","16-29",22,"Men",3542,3542
"430","florianopolis","16-29",22,"Women",4321,4321
"431","florianopolis","16-29",23,"Men",4031,4031
"432","florianopolis","16-29",23,"Women",3155,3155
"433","florianopolis","16-29",24,"Men",5407,5407
"434","florianopolis","16-29",24,"Women",4649,4649
"435","florianopolis","16-29",25,"Men",3669,3669
"436","florianopolis","16-29",25,"Women",6718,6718
"437","florianopolis","16-29",26,"Men",4911,4911
"438","florianopolis","16-29",26,"Women",3294,3294
"439","florianopolis","16-29",27,"Men",4138,4138
"440","florianopolis","16-29",27,"Women",5478,5478
"441","florianopolis","16-29",28,"Men",3323,3323
"442","florianopolis","16-29",28,"Women",1967,1967
"443","florianopolis","16-29",29,"Men",4439,4439
"444","florianopolis","16-29",29,"Women",6072,6072
"445","florianopolis","30-39",30,"Men",2468,2468
"446","florianopolis","30-39",30,"Women",5395,5395
"447","florianopolis","30-39",31,"Men",3513,3513
"448","florianopolis","30-39",31,"Women",4780,4780
"449","florianopolis","30-39",32,"Men",2482,2482
"450","florianopolis","30-39",32,"Women",3077,3077
"451","florianopolis","30-39",33,"Men",3723,3723
"452","florianopolis","30-39",33,"Women",2494,2494
"453","florianopolis","30-39",34,"Men",4103,4103
"454","florianopolis","30-39",34,"Women",3860,3860
"455","florianopolis","30-39",35,"Men",6939,6939
"456","florianopolis","30-39",35,"Women",5088,5088
"457","florianopolis","30-39",36,"Men",5721,5721
"458","florianopolis","30-39",36,"Women",5525,5525
"459","florianopolis","30-39",37,"Men",4393,4393
"460","florianopolis","30-39",37,"Women",5128,5128
"461","florianopolis","30-39",38,"Men",3727,3727
"462","florianopolis","30-39",38,"Women",4613,4613
"463","florianopolis","30-39",39,"Men",2925,2925
"464","florianopolis","30-39",39,"Women",6567,6567
"465","florianopolis","40-49",40,"Men",2827,2827
"466","florianopolis","40-49",40,"Women",4319,4319
"467","florianopolis","40-49",41,"Men",2804,2804
"468","florianopolis","40-49",41,"Women",4036,4036
"469","florianopolis","40-49",42,"Men",6506,6506
"470","florianopolis","40-49",42,"Women",3198,3198
"471","florianopolis","40-49",43,"Men",2137,2137
"472","florianopolis","40-49",43,"Women",2522,2522
"473","florianopolis","40-49",44,"Men",5625,5625
"474","florianopolis","40-49",44,"Women",2843,2843
"475","florianopolis","40-49",45,"Men",4620,4620
"476","florianopolis","40-49",45,"Women",3217,3217
"477","florianopolis","40-49",46,"Men",1756,1756
"478","florianopolis","40-49",46,"Women",3197,3197
"479","florianopolis","40-49",47,"Men",2256,2256
"480","florianopolis","40-49",47,"Women",3166,3166
"481","florianopolis","40-49",48,"Men",1453,1453
"482","florianopolis","40-49",48,"Women",4213,4213
"483","florianopolis","40-49",49,"Men",4767,4767
"484","florianopolis","40-49",49,"Women",4916,4916
"485","florianopolis","50-59",50,"Men",3560,3560
"486","florianopolis","50-59",50,"Women",3461,3461
"487","florianopolis","50-59",51,"Men",2441,2441
"488","florianopolis","50-59",51,"Women",3772,3772
"489","florianopolis","50-59",52,"Men",4046,4046
"490","florianopolis","50-59",52,"Women",2293,2293
"491","florianopolis","50-59",53,"Men",3743,3743
"492","florianopolis","50-59",53,"Women",3401,3401
"493","florianopolis","50-59",54,"Men",2201,2201
"494","florianopolis","50-59",54,"Women",2920,2920
"495","florianopolis","50-59",55,"Men",4307,4307
"496","florianopolis","50-59",55,"Women",2540,2540
"497","florianopolis","50-59",56,"Men",2849,2849
"498","florianopolis","50-59",56,"Women",3707,3707
"499","florianopolis","50-59",57,"Men",1184,1184
"500","florianopolis","50-59",57,"Women",3873,3873
"501","florianopolis","50-59",58,"Men",3284,3284
"502","florianopolis","50-59",58,"Women",2129,2129
"503","florianopolis","50-59",59,"Men",2271,2271
"504","florianopolis","50-59",59,"Women",2909,2909
"505","florianopolis","60-69",60,"Men",1890,1890
"506","florianopolis","60-69",60,"Women",3270,3270
"507","florianopolis","60-69",61,"Men",2085,2085
"508","florianopolis","60-69",61,"Women",2767,2767
"509","florianopolis","60-69",62,"Men",3535,3535
"510","florianopolis","60-69",62,"Women",3937,3937
"511","florianopolis","60-69",63,"Men",2190,2190
"512","florianopolis","60-69",63,"Women",3885,3885
"513","florianopolis","60-69",64,"Men",1587,1587
"514","florianopolis","60-69",64,"Women",3772,3772
"515","florianopolis","60-69",65,"Men",1984,1984
"516","florianopolis","60-69",65,"Women",3539,3539
"517","florianopolis","60-69",66,"Men",2399,2399
"518","florianopolis","60-69",66,"Women",1771,1771
"519","florianopolis","60-69",67,"Men",2507,2507
"520","florianopolis","60-69",67,"Women",3795,3795
"521","florianopolis","60-69",68,"Men",3001,3001
"522","florianopolis","60-69",68,"Women",2689,2689
"523","florianopolis","60-69",69,"Men",993,993
"524","florianopolis","60-69",69,"Women",2201,2201
"525","florianopolis","70-74",70,"Men",2257,2257
"526","florianopolis","70-74",70,"Women",2924,2924
"527","florianopolis","70-74",71,"Men",1491,1491
"528","florianopolis","70-74",71,"Women",2369,2369
"529","florianopolis","70-74",72,"Men",2196,2196
"530","florianopolis","70-74",72,"Women",1495,1495
"531","florianopolis","70-74",73,"Men",1348,1348
"532","florianopolis","70-74",73,"Women",1575,1575
"533","florianopolis","70-74",74,"Men",2195,2195
"534","florianopolis","70-74",74,"Women",1231,1231
"535","florianopolis","75-79",75,"Men",1176,1176
"536","florianopolis","75-79",75,"Women",1451,1451
"537","florianopolis","75-79",76,"Men",595,595
"538","florianopolis","75-79",76,"Women",1115,1115
"539","florianopolis","75-79",77,"Men",661,661
"540","florianopolis","75-79",77,"Women",1334,1334
"541","florianopolis","75-79",78,"Men",586,586
"542","florianopolis","75-79",78,"Women",1202,1202
"543","florianopolis","75-79",79,"Men",462,462
"544","florianopolis","75-79",79,"Women",617,617
"545","florianopolis","80-84",80,"Men",743,743
"546","florianopolis","80-84",80,"Women",717,717
"547","florianopolis","80-84",81,"Men",222,222
