"","loc_label","age.label","age","sex","pop.PNADc","pop_adj"
"2080","salvador","16-29",22,"Men",24067,24067
"2081","salvador","16-29",22,"Women",23031,23031
"2082","salvador","16-29",23,"Men",32112,32112
"2083","salvador","16-29",23,"Women",25065,25065
"2084","salvador","16-29",24,"Men",23192,23192
"2085","salvador","16-29",24,"Women",18781,18781
"2086","salvador","16-29",25,"Men",17453,17453
"2087","salvador","16-29",25,"Women",19856,19856
"2088","salvador","16-29",26,"Men",27760,27760
"2089","salvador","16-29",26,"Women",26785,26785
"2090","salvador","16-29",27,"Men",14895,14895
"2091","salvador","16-29",27,"Women",31356,31356
"2092","salvador","16-29",28,"Men",24424,24424
"2093","salvador","16-29",28,"Women",29773,29773
"2094","salvador","16-29",29,"Men",13280,13280
"2095","salvador","16-29",29,"Women",25591,25591
"2096","salvador","30-39",30,"Men",17044,17044
"2097","salvador","30-39",30,"Women",27981,27981
"2098","salvador","30-39",31,"Men",23329,23329
"2099","salvador","30-39",31,"Women",26544,26544
"2100","salvador","30-39",32,"Men",23471,23471
"2101","salvador","30-39",32,"Women",18070,18070
"2102","salvador","30-39",33,"Men",19418,19418
"2103","salvador","30-39",33,"Women",29025,29025
"2104","salvador","30-39",34,"Men",15398,15398
"2105","salvador","30-39",34,"Women",19268,19268
"2106","salvador","30-39",35,"Men",20433,20433
"2107","salvador","30-39",35,"Women",24795,24795
"2108","salvador","30-39",36,"Men",27564,27564
"2109","salvador","30-39",36,"Women",17264,17264
"2110","salvador","30-39",37,"Men",22645,22645
"2111","salvador","30-39",37,"Women",31092,31092
"2112","salvador","30-39",38,"Men",27083,27083
"2113","salvador","30-39",38,"Women",27432,27432
"2114","salvador","30-39",39,"Men",24817,24817
"2115","salvador","30-39",39,"Women",25839,25839
"2116","salvador","40-49",40,"Men",19359,19359
"2117","salvador","40-49",40,"Women",27506,27506
"2118","salvador","40-49",41,"Men",15385,15385
"2119","salvador","40-49",41,"Women",15549,15549
"2120","salvador","40-49",42,"Men",21080,21080
"2121","salvador","40-49",42,"Women",31973,31973
"2122","salvador","40-49",43,"Men",26993,26993
"2123","salvador","40-49",43,"Women",16499,16499
"2124","salvador","40-49",44,"Men",20707,20707
"2125","salvador","40-49",44,"Women",29993,29993
"2126","salvador","40-49",45,"Men",24254,24254
"2127","salvador","40-49",45,"Women",15782,15782
"2128","salvador","40-49",46,"Men",13081,13081
"2129","salvador","40-49",46,"Women",25303,25303
"2130","salvador","40-49",47,"Men",7467,7467
"2131","salvador","40-49",47,"Women",34056,34056
"2132","salvador","40-49",48,"Men",28525,28525
"2133","salvador","40-49",48,"Women",19473,19473
"2134","salvador","40-49",49,"Men",18978,18978
"2135","salvador","40-49",49,"Women",13090,13090
"2136","salvador","50-59",50,"Men",10125,10125
"2137","salvador","50-59",50,"Women",21631,21631
"2138","salvador","50-59",51,"Men",13742,13742
"2139","salvador","50-59",51,"Women",16094,16094
"2140","salvador","50-59",52,"Men",13456,13456
"2141","salvador","50-59",52,"Women",18722,18722
"2142","salvador","50-59",53,"Men",15462,15462
"2143","salvador","50-59",53,"Women",20844,20844
"2144","salvador","50-59",54,"Men",16667,16667
"2145","salvador","50-59",54,"Women",20360,20360
"2146","salvador","50-59",55,"Men",18189,18189
"2147","salvador","50-59",55,"Women",31317,31317
"2148","salvador","50-59",56,"Men",24224,24224
"2149","salvador","50-59",56,"Women",22653,22653
"2150","salvador","50-59",57,"Men",21288,21288
"2151","salvador","50-59",57,"Women",17366,17366
"2152","salvador","50-59",58,"Men",8361,8361
"2153","salvador","50-59",58,"Women",13470,13470
"2154","salvador","50-59",59,"Men",14379,14379
"2155","salvador","50-59",59,"Women",12661,12661
"2156","salvador","60-69",60,"Men",8309,8309
"2157","salvador","60-69",60,"Women",19977,19977
"2158","salvador","60-69",61,"Men",11921,11921
"2159","salvador","60-69",61,"Women",10685,10685
"2160","salvador","60-69",62,"Men",12130,12130
"2161","salvador","60-69",62,"Women",18441,18441
"2162","salvador","60-69",63,"Men",10199,10199
"2163","salvador","60-69",63,"Women",19811,19811
"2164","salvador","60-69",64,"Men",13479,13479
"2165","salvador","60-69",64,"Women",13826,13826
"2166","salvador","60-69",65,"Men",5406,5406
"2167","salvador","60-69",65,"Women",9321,9321
"2168","salvador","60-69",66,"Men",6818,6818
"2169","salvador","60-69",66,"Women",11006,11006
"2170","salvador","60-69",67,"Men",8739,8739
"2171","salvador","60-69",67,"Women",3968,3968
"2172","salvador","60-69",68,"Men",9120,9120
"2173","salvador","60-69",68,"Women",11489,11489
"2174","salvador","60-69",69,"Men",10472,10472
"2175","salvador","60-69",69,"Women",12012,12012
"2176","salvador","70-74",70,"Men",11917,12463.4300359674
"2177","salvador","70-74",70,"Women",9675,10118.6276410157
"2178","salvador","70-74",71,"Men",3958,4139.48611918761
"2179","salvador","70-74",71,"Women",5223,5462.49014666925
"2180","salvador","70-74",72,"Men",6975,7294.82457840667
"2181","salvador","70-74",72,"Women",3134,3277.70325859878
"2182","salvador","70-74",73,"Men",7457,7798.92571773169
"2183","salvador","70-74",73,"Women",10435,10913.4759104908
"2184","salvador","70-74",74,"Men",4823,5044.14895220865
"2185","salvador","70-74",74,"Women",6753,7062.64521548104
"2186","salvador","75-79",75,"Men",1541,2386.827288735
"2187","salvador","75-79",75,"Women",4951,7668.51518918039
"2188","salvador","75-79",76,"Men",2308,3574.81984581465
"2189","salvador","75-79",76,"Women",5740,8890.58315206937
"2190","salvador","75-79",77,"Men",1088,1685.18370547935
"2191","salvador","75-79",77,"Women",4954,7673.16183542712
"2192","salvador","75-79",78,"Men",641,992.833414717154
"2193","salvador","75-79",78,"Women",5895,9130.65987481689
"2194","salvador","75-79",79,"Men",854,1322.74529823471
"2195","salvador","75-79",79,"Women",2064,3196.89261774759
"2196","salvador","80-84",80,"Men",5422,6688.13390497426
"2197","salvador","80-84",80,"Women",5966,7359.16762764228
"2198","salvador","80-84",81,"Men",709,874.564171639018
"2199","salvador","80-84",81,"Women",1397,1723.22446795445
"2200","salvador","80-84",82,"Men",722,890.599903982187
"2201","salvador","80-84",82,"Women",4021,4959.97536552961
"2202","salvador","80-84",83,"Women",3211,3960.82588876289
"2203","salvador","80-84",84,"Men",1042,1285.32562319867
"2204","salvador","80-84",84,"Women",2842,3505.65779379138
"2205","salvador","85-89",85,"Men",1606,1606
"2206","salvador","85-89",85,"Women",3180,3180
"2207","salvador","85-89",86,"Men",721,721
"2208","salvador","85-89",86,"Women",1807,1807
"2209","salvador","85-89",87,"Women",1290,1290
"2210","salvador","85-89",88,"Men",1669,1669
"2211","salvador","85-89",88,"Women",5667,5667
"2212","salvador","85-89",89,"Men",872,872
"2213","salvador","85-89",89,"Women",966,966
"2214","salvador","90+",90,"Men",740,740
"2215","salvador","90+",90,"Women",4144,4144
"2216","salvador","90+",91,"Men",1117,1117
"2217","salvador","90+",91,"Women",705,705
"2218","salvador","90+",92,"Women",1887,1887
"2219","salvador","90+",93,"Men",1961,1961
"2220","salvador","90+",93,"Women",1930,1930
"2221","salvador","90+",94,"Men",585,585
"2222","salvador","90+",96,"Women",822,822
"2223","salvador","90+",98,"Women",1117,1117
"2224","sao luis","0-15",0,"Men",2232,2232
"2225","sao luis","0-15",0,"Women",6178,6178
"2226","sao luis","0-15",1,"Men",9410,9410
"2227","sao luis","0-15",1,"Women",5094,5094
"2228","sao luis","0-15",2,"Men",7321,7321
"2229","sao luis","0-15",2,"Women",6945,6945
"2230","sao luis","0-15",3,"Men",8015,8015
"2231","sao luis","0-15",3,"Women",4390,4390
"2232","sao luis","0-15",4,"Men",7441,7441
"2233","sao luis","0-15",4,"Women",4882,4882
"2234","sao luis","0-15",5,"Men",8090,8090
"2235","sao luis","0-15",5,"Women",7293,7293
"2236","sao luis","0-15",6,"Men",7648,7648
"2237","sao luis","0-15",6,"Women",5159,5159
"2238","sao luis","0-15",7,"Men",8872,8872
"2239","sao luis","0-15",7,"Women",5975,5975
"2240","sao luis","0-15",8,"Men",10697,10697
"2241","sao luis","0-15",8,"Women",6672,6672
"2242","sao luis","0-15",9,"Men",10135,10135
"2243","sao luis","0-15",9,"Women",4295,4295
"2244","sao luis","0-15",10,"Men",7776,7776
"2245","sao luis","0-15",10,"Women",8271,8271
"2246","sao luis","0-15",11,"Men",9997,9997
"2247","sao luis","0-15",11,"Women",10250,10250
"2248","sao luis","0-15",12,"Men",7435,7435
"2249","sao luis","0-15",12,"Women",10500,10500
"2250","sao luis","0-15",13,"Men",4367,4367
"2251","sao luis","0-15",13,"Women",10408,10408
"2252","sao luis","0-15",14,"Men",6279,6279
"2253","sao luis","0-15",14,"Women",6244,6244
"2254","sao luis","0-15",15,"Men",7696,7696
"2255","sao luis","0-15",15,"Women",8341,8341
"2256","sao luis","16-29",16,"Men",5486,5486
"2257","sao luis","16-29",16,"Women",4997,4997
"2258","sao luis","16-29",17,"Men",8334,8334
"2259","sao luis","16-29",17,"Women",8061,8061
"2260","sao luis","16-29",18,"Men",7821,7821
"2261","sao luis","16-29",18,"Women",10053,10053
"2262","sao luis","16-29",19,"Men",9535,9535
"2263","sao luis","16-29",19,"Women",7432,7432
"2264","sao luis","16-29",20,"Men",8002,8002
"2265","sao luis","16-29",20,"Women",9402,9402
"2266","sao luis","16-29",21,"Men",8643,8643
"2267","sao luis","16-29",21,"Women",15399,15399
"2268","sao luis","16-29",22,"Men",17797,17797
"2269","sao luis","16-29",22,"Women",9029,9029
"2270","sao luis","16-29",23,"Men",13694,13694
"2271","sao luis","16-29",23,"Women",9453,9453
"2272","sao luis","16-29",24,"Men",5661,5661
"2273","sao luis","16-29",24,"Women",11275,11275
"2274","sao luis","16-29",25,"Men",11039,11039
"2275","sao luis","16-29",25,"Women",11093,11093
"2276","sao luis","16-29",26,"Men",10699,10699
"2277","sao luis","16-29",26,"Women",7620,7620
"2278","sao luis","16-29",27,"Men",7473,7473
"2279","sao luis","16-29",27,"Women",8696,8696
"2280","sao luis","16-29",28,"Men",12464,12464
"2281","sao luis","16-29",28,"Women",6414,6414
"2282","sao luis","16-29",29,"Men",12772,12772
"2283","sao luis","16-29",29,"Women",6953,6953
"2284","sao luis","30-39",30,"Men",7119,7119
"2285","sao luis","30-39",30,"Women",8725,8725
"2286","sao luis","30-39",31,"Men",13173,13173
"2287","sao luis","30-39",31,"Women",8309,8309
"2288","sao luis","30-39",32,"Men",7238,7238
"2289","sao luis","30-39",32,"Women",15527,15527
"2290","sao luis","30-39",33,"Men",6887,6887
"2291","sao luis","30-39",33,"Women",11059,11059
"2292","sao luis","30-39",34,"Men",12162,12162
"2293","sao luis","30-39",34,"Women",11698,11698
"2294","sao luis","30-39",35,"Men",10275,10275
"2295","sao luis","30-39",35,"Women",13366,13366
"2296","sao luis","30-39",36,"Men",8973,8973
"2297","sao luis","30-39",36,"Women",11703,11703
"2298","sao luis","30-39",37,"Men",7619,7619
"2299","sao luis","30-39",37,"Women",7187,7187
"2300","sao luis","30-39",38,"Men",7916,7916
"2301","sao luis","30-39",38,"Women",10303,10303
"2302","sao luis","30-39",39,"Men",9774,9774
"2303","sao luis","30-39",39,"Women",7681,7681
"2304","sao luis","40-49",40,"Men",5508,5508
"2305","sao luis","40-49",40,"Women",9874,9874
"2306","sao luis","40-49",41,"Men",9135,9135
"2307","sao luis","40-49",41,"Women",8270,8270
"2308","sao luis","40-49",42,"Men",5215,5215
"2309","sao luis","40-49",42,"Women",8636,8636
"2310","sao luis","40-49",43,"Men",7490,7490
"2311","sao luis","40-49",43,"Women",7879,7879
"2312","sao luis","40-49",44,"Men",6317,6317
"2313","sao luis","40-49",44,"Women",4647,4647
"2314","sao luis","40-49",45,"Men",5055,5055
"2315","sao luis","40-49",45,"Women",9333,9333
"2316","sao luis","40-49",46,"Men",3143,3143
"2317","sao luis","40-49",46,"Women",7075,7075
"2318","sao luis","40-49",47,"Men",4466,4466
"2319","sao luis","40-49",47,"Women",8888,8888
"2320","sao luis","40-49",48,"Men",4938,4938
"2321","sao luis","40-49",48,"Women",7499,7499
"2322","sao luis","40-49",49,"Men",6240,6240
"2323","sao luis","40-49",49,"Women",5446,5446
"2324","sao luis","50-59",50,"Men",7113,7113
"2325","sao luis","50-59",50,"Women",8945,8945
"2326","sao luis","50-59",51,"Men",4180,4180
"2327","sao luis","50-59",51,"Women",5732,5732
"2328","sao luis","50-59",52,"Men",4868,4868
"2329","sao luis","50-59",52,"Women",7807,7807
"2330","sao luis","50-59",53,"Men",6859,6859
"2331","sao luis","50-59",53,"Women",6206,6206
"2332","sao luis","50-59",54,"Men",7337,7337
"2333","sao luis","50-59",54,"Women",6880,6880
"2334","sao luis","50-59",55,"Men",3524,3524
"2335","sao luis","50-59",55,"Women",8446,8446
"2336","sao luis","50-59",56,"Men",4264,4264
"2337","sao luis","50-59",56,"Women",7009,7009
"2338","sao luis","50-59",57,"Men",4619,4619
"2339","sao luis","50-59",57,"Women",4569,4569
"2340","sao luis","50-59",58,"Men",7406,7406
"2341","sao luis","50-59",58,"Women",3340,3340
"2342","sao luis","50-59",59,"Men",1599,1599
"2343","sao luis","50-59",59,"Women",4548,4548
"2344","sao luis","60-69",60,"Men",6963,6963
"2345","sao luis","60-69",60,"Women",6854,6854
"2346","sao luis","60-69",61,"Men",3037,3037
"2347","sao luis","60-69",61,"Women",5335,5335
"2348","sao luis","60-69",62,"Men",4817,4817
"2349","sao luis","60-69",62,"Women",6331,6331
"2350","sao luis","60-69",63,"Men",3791,3791
"2351","sao luis","60-69",63,"Women",5366,5366
"2352","sao luis","60-69",64,"Men",4685,4685
"2353","sao luis","60-69",64,"Women",3462,3462
"2354","sao luis","60-69",65,"Men",2528,2528
"2355","sao luis","60-69",65,"Women",4552,4552
"2356","sao luis","60-69",66,"Men",3280,3280
"2357","sao luis","60-69",66,"Women",2893,2893
"2358","sao luis","60-69",67,"Men",1692,1692
"2359","sao luis","60-69",67,"Women",2941,2941
"2360","sao luis","60-69",68,"Men",3664,3664
"2361","sao luis","60-69",68,"Women",2009,2009
"2362","sao luis","60-69",69,"Men",4294,4294
"2363","sao luis","60-69",69,"Women",2080,2080
"2364","sao luis","70-74",70,"Men",1968,1968
"2365","sao luis","70-74",70,"Women",3402,3402
"2366","sao luis","70-74",71,"Men",2587,2587
"2367","sao luis","70-74",71,"Women",4089,4089
"2368","sao luis","70-74",72,"Men",3362,3362
"2369","sao luis","70-74",72,"Women",1914,1914
"2370","sao luis","70-74",73,"Men",1583,1583
"2371","sao luis","70-74",73,"Women",5709,5709
"2372","sao luis","70-74",74,"Women",2677,2677
"2373","sao luis","75-79",75,"Men",745,1161.48496740909
"2374","sao luis","75-79",75,"Women",1012,1577.74870740672
"2375","sao luis","75-79",76,"Men",1573,2452.37027346913
"2376","sao luis","75-79",76,"Women",1612,2513.17284223283
"2377","sao luis","75-79",77,"Men",2723,4245.26653188586
"2378","sao luis","75-79",77,"Women",429,668.828256400673
"2379","sao luis","75-79",78,"Men",459,715.599463141979
"2380","sao luis","75-79",78,"Women",861,1342.33363347548
"2381","sao luis","75-79",79,"Men",946,1474.85205257584
"2382","sao luis","75-79",79,"Women",342,533.191756850886
"2383","sao luis","80-84",80,"Men",802,864.614364183619
"2384","sao luis","80-84",80,"Women",1846,1990.12233950494
"2385","sao luis","80-84",81,"Men",480,517.474931182216
"2386","sao luis","80-84",81,"Women",1051,1133.05448473439
"2387","sao luis","80-84",82,"Men",822,886.175819649544
"2388","sao luis","80-84",82,"Women",784,845.209054264285
"2389","sao luis","80-84",83,"Men",1655,1784.21043980535
"2390","sao luis","80-84",83,"Women",1244,1341.12252998058
"2391","sao luis","80-84",84,"Men",1217,1312.01456510158
"2392","sao luis","80-84",84,"Women",546,588.62773421977
"2393","sao luis","85-89",85,"Men",716,716
"2394","sao luis","85-89",86,"Men",516,516
"2395","sao luis","85-89",86,"Women",648,648
"2396","sao luis","85-89",87,"Men",397,397
"2397","sao luis","85-89",87,"Women",441,441
"2398","sao luis","85-89",88,"Men",856,856
"2399","sao luis","85-89",88,"Women",2121,2121
"2400","sao luis","85-89",89,"Men",372,372
"2401","sao luis","90+",90,"Women",525,525
"2402","sao luis","90+",92,"Women",466,466
"2403","sao luis","90+",93,"Women",398,398
"2404","sao luis","90+",94,"Men",439,439
"2405","sao luis","90+",94,"Women",336,336
"2406","sao luis","90+",95,"Men",496,496
"2407","sao luis","90+",95,"Women",278,278
"2408","sao luis","90+",96,"Men",559,559
"2409","sao luis","90+",97,"Men",446,446
"2410","sao luis","90+",97,"Women",437,437
"2411","sao luis","90+",102,"Women",554,554
"2412","sao paulo","0-15",0,"Men",39679,39679
"2413","sao paulo","0-15",0,"Women",60202,60202
"2414","sao paulo","0-15",1,"Men",75588,75588
"2415","sao paulo","0-15",1,"Women",65786,65786
"2416","sao paulo","0-15",2,"Men",96501,96501
"2417","sao paulo","0-15",2,"Women",88512,88512
"2418","sao paulo","0-15",3,"Men",65902,65902
"2419","sao paulo","0-15",3,"Women",84090,84090
"2420","sao paulo","0-15",4,"Men",97288,97288
"2421","sao paulo","0-15",4,"Women",89839,89839
"2422","sao paulo","0-15",5,"Men",92563,92563
"2423","sao paulo","0-15",5,"Women",93777,93777
"2424","sao paulo","0-15",6,"Men",93212,93212
"2425","sao paulo","0-15",6,"Women",103692,103692
"2426","sao paulo","0-15",7,"Men",104634,104634
"2427","sao paulo","0-15",7,"Women",90554,90554
"2428","sao paulo","0-15",8,"Men",83286,83286
"2429","sao paulo","0-15",8,"Women",69545,69545
"2430","sao paulo","0-15",9,"Men",105850,105850
"2431","sao paulo","0-15",9,"Women",84717,84717
"2432","sao paulo","0-15",10,"Men",101625,101625
"2433","sao paulo","0-15",10,"Women",105415,105415
"2434","sao paulo","0-15",11,"Men",81113,81113
"2435","sao paulo","0-15",11,"Women",69766,69766
"2436","sao paulo","0-15",12,"Men",70312,70312
"2437","sao paulo","0-15",12,"Women",55557,55557
"2438","sao paulo","0-15",13,"Men",80334,80334
"2439","sao paulo","0-15",13,"Women",71705,71705
"2440","sao paulo","0-15",14,"Men",64141,64141
"2441","sao paulo","0-15",14,"Women",62926,62926
"2442","sao paulo","0-15",15,"Men",88994,88994
"2443","sao paulo","0-15",15,"Women",80475,80475
"2444","sao paulo","16-29",16,"Men",70256,70256
"2445","sao paulo","16-29",16,"Women",74344,74344
"2446","sao paulo","16-29",17,"Men",93834,93834
"2447","sao paulo","16-29",17,"Women",78076,78076
"2448","sao paulo","16-29",18,"Men",77073,77073
"2449","sao paulo","16-29",18,"Women",77754,77754
"2450","sao paulo","16-29",19,"Men",86065,86065
"2451","sao paulo","16-29",19,"Women",98088,98088
"2452","sao paulo","16-29",20,"Men",113804,113804
"2453","sao paulo","16-29",20,"Women",86013,86013
"2454","sao paulo","16-29",21,"Men",95359,95359
"2455","sao paulo","16-29",21,"Women",90991,90991
"2456","sao paulo","16-29",22,"Men",112699,112699
"2457","sao paulo","16-29",22,"Women",68182,68182
"2458","sao paulo","16-29",23,"Men",93126,93126
"2459","sao paulo","16-29",23,"Women",93470,93470
"2460","sao paulo","16-29",24,"Men",61106,61106
"2461","sao paulo","16-29",24,"Women",91821,91821
"2462","sao paulo","16-29",25,"Men",68469,68469
"2463","sao paulo","16-29",25,"Women",90797,90797
"2464","sao paulo","16-29",26,"Men",106078,106078
"2465","sao paulo","16-29",26,"Women",75884,75884
"2466","sao paulo","16-29",27,"Men",91680,91680
"2467","sao paulo","16-29",27,"Women",83981,83981
"2468","sao paulo","16-29",28,"Men",101919,101919
"2469","sao paulo","16-29",28,"Women",98113,98113
"2470","sao paulo","16-29",29,"Men",71608,71608
"2471","sao paulo","16-29",29,"Women",75122,75122
"2472","sao paulo","30-39",30,"Men",76490,76490
"2473","sao paulo","30-39",30,"Women",101655,101655
"2474","sao paulo","30-39",31,"Men",89768,89768
"2475","sao paulo","30-39",31,"Women",87049,87049
"2476","sao paulo","30-39",32,"Men",106757,106757
"2477","sao paulo","30-39",32,"Women",74121,74121
"2478","sao paulo","30-39",33,"Men",101260,101260
"2479","sao paulo","30-39",33,"Women",109496,109496
"2480","sao paulo","30-39",34,"Men",98239,98239
"2481","sao paulo","30-39",34,"Women",98871,98871
"2482","sao paulo","30-39",35,"Men",81437,81437
"2483","sao paulo","30-39",35,"Women",130711,130711
"2484","sao paulo","30-39",36,"Men",126121,126121
"2485","sao paulo","30-39",36,"Women",115453,115453
"2486","sao paulo","30-39",37,"Men",111148,111148
"2487","sao paulo","30-39",37,"Women",112335,112335
"2488","sao paulo","30-39",38,"Men",126370,126370
"2489","sao paulo","30-39",38,"Women",115378,115378
"2490","sao paulo","30-39",39,"Men",118527,118527
"2491","sao paulo","30-39",39,"Women",135271,135271
"2492","sao paulo","40-49",40,"Men",105840,105840
"2493","sao paulo","40-49",40,"Women",105175,105175
"2494","sao paulo","40-49",41,"Men",73008,73008
"2495","sao paulo","40-49",41,"Women",86162,86162
"2496","sao paulo","40-49",42,"Men",90475,90475
"2497","sao paulo","40-49",42,"Women",99982,99982
"2498","sao paulo","40-49",43,"Men",85020,85020
"2499","sao paulo","40-49",43,"Women",105560,105560
"2500","sao paulo","40-49",44,"Men",98367,98367
"2501","sao paulo","40-49",44,"Women",82810,82810
"2502","sao paulo","40-49",45,"Men",74788,74788
"2503","sao paulo","40-49",45,"Women",113848,113848
"2504","sao paulo","40-49",46,"Men",84153,84153
"2505","sao paulo","40-49",46,"Women",78237,78237
"2506","sao paulo","40-49",47,"Men",76922,76922
"2507","sao paulo","40-49",47,"Women",109817,109817
"2508","sao paulo","40-49",48,"Men",82801,82801
"2509","sao paulo","40-49",48,"Women",79701,79701
"2510","sao paulo","40-49",49,"Men",83626,83626
"2511","sao paulo","40-49",49,"Women",92496,92496
"2512","sao paulo","50-59",50,"Men",81119,81119
"2513","sao paulo","50-59",50,"Women",91652,91652
"2514","sao paulo","50-59",51,"Men",74995,74995
"2515","sao paulo","50-59",51,"Women",76731,76731
"2516","sao paulo","50-59",52,"Men",65121,65121
"2517","sao paulo","50-59",52,"Women",90264,90264
"2518","sao paulo","50-59",53,"Men",85853,85853
"2519","sao paulo","50-59",53,"Women",92421,92421
"2520","sao paulo","50-59",54,"Men",54345,54345
"2521","sao paulo","50-59",54,"Women",81900,81900
"2522","sao paulo","50-59",55,"Men",91902,91902
"2523","sao paulo","50-59",55,"Women",78480,78480
"2524","sao paulo","50-59",56,"Men",77298,77298
"2525","sao paulo","50-59",56,"Women",88965,88965
"2526","sao paulo","50-59",57,"Men",57290,57290
"2527","sao paulo","50-59",57,"Women",83875,83875
"2528","sao paulo","50-59",58,"Men",65198,65198
"2529","sao paulo","50-59",58,"Women",74468,74468
"2530","sao paulo","50-59",59,"Men",51886,51886
"2531","sao paulo","50-59",59,"Women",85870,85870
"2532","sao paulo","60-69",60,"Men",65393,65393
"2533","sao paulo","60-69",60,"Women",82251,82251
"2534","sao paulo","60-69",61,"Men",57248,57248
"2535","sao paulo","60-69",61,"Women",68597,68597
"2536","sao paulo","60-69",62,"Men",60576,60576
"2537","sao paulo","60-69",62,"Women",72979,72979
"2538","sao paulo","60-69",63,"Men",41775,41775
"2539","sao paulo","60-69",63,"Women",68916,68916
"2540","sao paulo","60-69",64,"Men",39303,39303
"2541","sao paulo","60-69",64,"Women",65493,65493
"2542","sao paulo","60-69",65,"Men",49799,49799
"2543","sao paulo","60-69",65,"Women",44385,44385
"2544","sao paulo","60-69",66,"Men",59828,59828
"2545","sao paulo","60-69",66,"Women",53593,53593
"2546","sao paulo","60-69",67,"Men",37136,37136
"2547","sao paulo","60-69",67,"Women",50673,50673
"2548","sao paulo","60-69",68,"Men",45607,45607
"2549","sao paulo","60-69",68,"Women",61830,61830
"2550","sao paulo","60-69",69,"Men",26366,26366
"2551","sao paulo","60-69",69,"Women",49473,49473
"2552","sao paulo","70-74",70,"Men",45331,45331
"2553","sao paulo","70-74",70,"Women",54682,54682
"2554","sao paulo","70-74",71,"Men",35901,35901
"2555","sao paulo","70-74",71,"Women",33087,33087
"2556","sao paulo","70-74",72,"Men",29605,29605
"2557","sao paulo","70-74",72,"Women",57328,57328
"2558","sao paulo","70-74",73,"Men",33166,33166
"2559","sao paulo","70-74",73,"Women",39122,39122
"2560","sao paulo","70-74",74,"Men",18789,18789
"2561","sao paulo","70-74",74,"Women",33518,33518
"2562","sao paulo","75-79",75,"Men",22676,22676
"2563","sao paulo","75-79",75,"Women",33040,33040
"2564","sao paulo","75-79",76,"Men",23017,23017
"2565","sao paulo","75-79",76,"Women",41993,41993
"2566","sao paulo","75-79",77,"Men",13340,13340
"2567","sao paulo","75-79",77,"Women",27835,27835
"2568","sao paulo","75-79",78,"Men",14241,14241
"2569","sao paulo","75-79",78,"Women",42262,42262
"2570","sao paulo","75-79",79,"Men",18985,18985
"2571","sao paulo","75-79",79,"Women",19191,19191
"2572","sao paulo","80-84",80,"Men",12080,12080
"2573","sao paulo","80-84",80,"Women",27067,27067
"2574","sao paulo","80-84",81,"Men",16683,16683
"2575","sao paulo","80-84",81,"Women",13395,13395
"2576","sao paulo","80-84",82,"Men",20526,20526
"2577","sao paulo","80-84",82,"Women",18172,18172
"2578","sao paulo","80-84",83,"Men",13375,13375
"2579","sao paulo","80-84",83,"Women",17429,17429
"2580","sao paulo","80-84",84,"Men",11153,11153
"2581","sao paulo","80-84",84,"Women",17409,17409
"2582","sao paulo","85-89",85,"Men",5937,5937
"2583","sao paulo","85-89",85,"Women",22609,22609
"2584","sao paulo","85-89",86,"Men",6108,6108
"2585","sao paulo","85-89",86,"Women",13988,13988
"2586","sao paulo","85-89",87,"Men",3935,3935
"2587","sao paulo","85-89",87,"Women",5739,5739
"2588","sao paulo","85-89",88,"Men",8483,8483
"2589","sao paulo","85-89",88,"Women",18761,18761
"2590","sao paulo","85-89",89,"Men",2555,2555
"2591","sao paulo","85-89",89,"Women",11733,11733
"2592","sao paulo","90+",90,"Men",909,909
"2593","sao paulo","90+",90,"Women",11317,11317
"2594","sao paulo","90+",91,"Men",2027,2027
"2595","sao paulo","90+",91,"Women",10196,10196
"2596","sao paulo","90+",92,"Men",1836,1836
"2597","sao paulo","90+",92,"Women",4274,4274
"2598","sao paulo","90+",93,"Women",5136,5136
"2599","sao paulo","90+",94,"Women",6358,6358
"2600","sao paulo","90+",95,"Women",7023,7023
"2601","sao paulo","90+",96,"Men",1707,1707
"2602","sao paulo","90+",96,"Women",2877,2877
"2603","sao paulo","90+",97,"Women",1336,1336
"2604","sao paulo","90+",98,"Women",1261,1261
"2605","sao paulo","90+",101,"Women",2907,2907
"2606","sao paulo","90+",111,"Women",1414,1414
