data_type,median_sampling_date,week,location,n_positive,n_sampled
GISAID_darlan,07/01/2021,03/01/2021,minas gerais,0,11
GISAID_darlan,13/01/2021,10/01/2021,minas gerais,0,13
GISAID_darlan,20/01/2021,17/01/2021,minas gerais,0,16
GISAID_darlan,28/01/2021,24/01/2021,minas gerais,2,10
GISAID_darlan,03/02/2021,31/01/2021,minas gerais,5,31
GISAID_darlan,09/02/2021,07/02/2021,minas gerais,1,9
GISAID_darlan,15/02/2021,14/02/2021,minas gerais,13,41
GISAID_darlan,26/02/2021,21/02/2021,minas gerais,31,63
GISAID_darlan,03/03/2021,28/02/2021,minas gerais,28,42
GISAID_darlan,09/03/2021,07/03/2021,minas gerais,9,12
GISAID_darlan,14/03/2021,14/03/2021,minas gerais,8,11
GISAID_darlan,26/03/2021,21/03/2021,minas gerais,5,6
GISAID_darlan,31/03/2021,28/03/2021,minas gerais,2,2
GISAID_darlan,04/11/2020,01/11/2020,paraiba,0,6
GISAID_darlan,10/11/2020,08/11/2020,paraiba,0,10
GISAID_darlan,17/11/2020,15/11/2020,paraiba,0,5
GISAID_darlan,26/11/2020,22/11/2020,paraiba,0,6
GISAID_darlan,02/12/2020,29/11/2020,paraiba,0,10
GISAID_darlan,10/12/2020,06/12/2020,paraiba,0,13
GISAID_darlan,16/12/2020,13/12/2020,paraiba,0,3
GISAID_darlan,21/12/2020,20/12/2020,paraiba,0,5
GISAID_darlan,30/12/2020,27/12/2020,paraiba,0,3
GISAID_darlan,07/01/2021,03/01/2021,paraiba,1,8
GISAID_darlan,12/01/2021,10/01/2021,paraiba,1,16
GISAID_darlan,21/01/2021,17/01/2021,paraiba,1,6
GISAID_darlan,26/01/2021,24/01/2021,paraiba,2,10
GISAID_darlan,02/02/2021,31/01/2021,paraiba,1,5
GISAID_darlan,10/02/2021,07/02/2021,paraiba,2,7
GISAID_darlan,17/02/2021,14/02/2021,paraiba,5,5
GISAID_darlan,22/02/2021,21/02/2021,paraiba,7,10
GISAID_darlan,01/03/2021,28/02/2021,paraiba,8,10
GISAID_darlan,10/03/2021,07/03/2021,paraiba,6,6
GISAID_darlan,19/03/2021,14/03/2021,paraiba,6,7
GISAID_darlan,26/03/2021,21/03/2021,paraiba,2,2
GISAID_darlan,30/03/2021,28/03/2021,paraiba,10,11
GISAID_darlan,03/11/2020,01/11/2020,parana,0,1
GISAID_darlan,10/11/2020,08/11/2020,parana,0,7
GISAID_darlan,18/11/2020,15/11/2020,parana,0,12
GISAID_darlan,25/11/2020,22/11/2020,parana,0,10
GISAID_darlan,01/12/2020,29/11/2020,parana,0,8
GISAID_darlan,08/12/2020,06/12/2020,parana,0,12
GISAID_darlan,17/12/2020,13/12/2020,parana,0,8
GISAID_darlan,22/12/2020,20/12/2020,parana,0,6
GISAID_darlan,29/12/2020,27/12/2020,parana,1,4
GISAID_darlan,07/01/2021,03/01/2021,parana,0,5
GISAID_darlan,12/01/2021,10/01/2021,parana,0,3
GISAID_darlan,17/01/2021,17/01/2021,parana,2,5
GISAID_darlan,25/01/2021,24/01/2021,parana,1,5
GISAID_darlan,03/02/2021,31/01/2021,parana,1,3
GISAID_darlan,08/02/2021,07/02/2021,parana,1,4
GISAID_darlan,18/02/2021,14/02/2021,parana,5,6
GISAID_darlan,27/02/2021,21/02/2021,parana,3,5
GISAID_darlan,02/03/2021,28/02/2021,parana,8,10
GISAID_darlan,09/03/2021,07/03/2021,parana,9,11
GISAID_darlan,16/03/2021,14/03/2021,parana,14,16
GISAID_darlan,26/03/2021,21/03/2021,parana,5,6
GISAID_darlan,30/03/2021,28/03/2021,parana,13,13
GISAID_darlan,04/11/2020,01/11/2020,rio de janeiro,0,50
GISAID_darlan,11/11/2020,08/11/2020,rio de janeiro,0,8
GISAID_darlan,19/11/2020,15/11/2020,rio de janeiro,2,8
GISAID_darlan,26/11/2020,22/11/2020,rio de janeiro,0,5
GISAID_darlan,03/12/2020,29/11/2020,rio de janeiro,0,9
GISAID_darlan,11/12/2020,06/12/2020,rio de janeiro,0,31
GISAID_darlan,18/12/2020,13/12/2020,rio de janeiro,0,38
GISAID_darlan,22/12/2020,20/12/2020,rio de janeiro,0,18
GISAID_darlan,28/12/2020,27/12/2020,rio de janeiro,0,34
GISAID_darlan,05/01/2021,03/01/2021,rio de janeiro,1,47
GISAID_darlan,12/01/2021,10/01/2021,rio de janeiro,1,35
GISAID_darlan,19/01/2021,17/01/2021,rio de janeiro,1,49
GISAID_darlan,27/01/2021,24/01/2021,rio de janeiro,1,45
GISAID_darlan,03/02/2021,31/01/2021,rio de janeiro,7,51
GISAID_darlan,09/02/2021,07/02/2021,rio de janeiro,24,48
GISAID_darlan,18/02/2021,14/02/2021,rio de janeiro,47,64
GISAID_darlan,23/02/2021,21/02/2021,rio de janeiro,30,52
GISAID_darlan,02/03/2021,28/02/2021,rio de janeiro,33,47
GISAID_darlan,10/03/2021,07/03/2021,rio de janeiro,47,68
GISAID_darlan,16/03/2021,14/03/2021,rio de janeiro,27,39
GISAID_darlan,25/03/2021,21/03/2021,rio de janeiro,254,275
GISAID_darlan,30/03/2021,28/03/2021,rio de janeiro,33,35
GISAID_darlan,01/11/2020,01/11/2020,rio grande do norte,0,6
GISAID_darlan,12/11/2020,08/11/2020,rio grande do norte,0,1
GISAID_darlan,18/11/2020,15/11/2020,rio grande do norte,0,2
GISAID_darlan,25/11/2020,22/11/2020,rio grande do norte,0,5
GISAID_darlan,01/12/2020,29/11/2020,rio grande do norte,0,11
GISAID_darlan,10/12/2020,06/12/2020,rio grande do norte,0,2
GISAID_darlan,17/12/2020,13/12/2020,rio grande do norte,0,1
GISAID_darlan,21/12/2020,20/12/2020,rio grande do norte,0,1
GISAID_darlan,28/12/2020,27/12/2020,rio grande do norte,0,9
GISAID_darlan,08/01/2021,03/01/2021,rio grande do norte,0,3
GISAID_darlan,11/01/2021,10/01/2021,rio grande do norte,0,3
GISAID_darlan,20/01/2021,17/01/2021,rio grande do norte,0,2
GISAID_darlan,26/01/2021,24/01/2021,rio grande do norte,12,31
GISAID_darlan,01/02/2021,31/01/2021,rio grande do norte,15,31
GISAID_darlan,08/02/2021,07/02/2021,rio grande do norte,0,1
GISAID_darlan,17/02/2021,14/02/2021,rio grande do norte,1,2
GISAID_darlan,26/02/2021,21/02/2021,rio grande do norte,5,6
GISAID_darlan,02/03/2021,28/02/2021,rio grande do norte,9,9
GISAID_darlan,30/03/2021,28/03/2021,rio grande do norte,1,1
GISAID_darlan,04/11/2020,01/11/2020,rio grande do sul,0,11
GISAID_darlan,11/11/2020,08/11/2020,rio grande do sul,0,13
GISAID_darlan,18/11/2020,15/11/2020,rio grande do sul,1,30
GISAID_darlan,25/11/2020,22/11/2020,rio grande do sul,0,108
GISAID_darlan,30/11/2020,29/11/2020,rio grande do sul,1,26
GISAID_darlan,09/12/2020,06/12/2020,rio grande do sul,0,15
GISAID_darlan,15/12/2020,13/12/2020,rio grande do sul,0,3
GISAID_darlan,23/12/2020,20/12/2020,rio grande do sul,0,7
GISAID_darlan,31/12/2020,27/12/2020,rio grande do sul,0,18
GISAID_darlan,06/01/2021,03/01/2021,rio grande do sul,0,18
GISAID_darlan,14/01/2021,10/01/2021,rio grande do sul,1,9
GISAID_darlan,20/01/2021,17/01/2021,rio grande do sul,0,14
GISAID_darlan,27/01/2021,24/01/2021,rio grande do sul,2,11
GISAID_darlan,03/02/2021,31/01/2021,rio grande do sul,4,27
GISAID_darlan,09/02/2021,07/02/2021,rio grande do sul,8,30
GISAID_darlan,18/02/2021,14/02/2021,rio grande do sul,1,7
GISAID_darlan,24/02/2021,21/02/2021,rio grande do sul,15,18
GISAID_darlan,03/03/2021,28/02/2021,rio grande do sul,11,15
GISAID_darlan,11/03/2021,07/03/2021,rio grande do sul,40,51
GISAID_darlan,16/03/2021,14/03/2021,rio grande do sul,33,41
GISAID_darlan,24/03/2021,21/03/2021,rio grande do sul,6,6
GISAID_darlan,31/03/2021,28/03/2021,rio grande do sul,4,7
GISAID_darlan,05/01/2021,03/01/2021,rondonia,0,3
GISAID_darlan,14/01/2021,10/01/2021,rondonia,0,5
GISAID_darlan,18/01/2021,17/01/2021,rondonia,5,10
GISAID_darlan,25/01/2021,24/01/2021,rondonia,0,1
GISAID_darlan,10/02/2021,07/02/2021,rondonia,2,3
GISAID_darlan,25/02/2021,21/02/2021,rondonia,2,2
GISAID_darlan,02/03/2021,28/02/2021,rondonia,2,2
GISAID_darlan,04/11/2020,01/11/2020,santa catarina,0,1
GISAID_darlan,17/11/2020,15/11/2020,santa catarina,0,5
GISAID_darlan,08/12/2020,06/12/2020,santa catarina,0,5
GISAID_darlan,16/12/2020,13/12/2020,santa catarina,1,4
GISAID_darlan,25/12/2020,20/12/2020,santa catarina,0,14
GISAID_darlan,29/12/2020,27/12/2020,santa catarina,0,32
GISAID_darlan,08/01/2021,03/01/2021,santa catarina,1,20
GISAID_darlan,12/01/2021,10/01/2021,santa catarina,2,26
GISAID_darlan,19/01/2021,17/01/2021,santa catarina,4,14
GISAID_darlan,28/01/2021,24/01/2021,santa catarina,11,21
GISAID_darlan,02/02/2021,31/01/2021,santa catarina,11,24
GISAID_darlan,09/02/2021,07/02/2021,santa catarina,18,29
GISAID_darlan,15/02/2021,14/02/2021,santa catarina,59,66
GISAID_darlan,23/02/2021,21/02/2021,santa catarina,30,39
GISAID_darlan,01/03/2021,28/02/2021,santa catarina,23,32
GISAID_darlan,09/03/2021,07/03/2021,santa catarina,13,15
GISAID_darlan,18/03/2021,14/03/2021,santa catarina,19,21
GISAID_darlan,23/03/2021,21/03/2021,santa catarina,11,12
GISAID_darlan,31/03/2021,28/03/2021,santa catarina,21,22
GISAID_darlan,03/11/2020,01/11/2020,sao paulo,1,6
GISAID_darlan,11/11/2020,08/11/2020,sao paulo,0,28
GISAID_darlan,20/11/2020,15/11/2020,sao paulo,0,33
GISAID_darlan,24/11/2020,22/11/2020,sao paulo,0,28
GISAID_darlan,02/12/2020,29/11/2020,sao paulo,0,13
GISAID_darlan,09/12/2020,06/12/2020,sao paulo,0,36
GISAID_darlan,15/12/2020,13/12/2020,sao paulo,0,10
GISAID_darlan,23/12/2020,20/12/2020,sao paulo,0,18
GISAID_darlan,01/01/2021,27/12/2020,sao paulo,0,11
GISAID_darlan,06/01/2021,03/01/2021,sao paulo,5,53
GISAID_darlan,15/01/2021,10/01/2021,sao paulo,15,99
GISAID_darlan,20/01/2021,17/01/2021,sao paulo,13,75
GISAID_darlan,27/01/2021,24/01/2021,sao paulo,14,86
GISAID_darlan,03/02/2021,31/01/2021,sao paulo,23,119
GISAID_darlan,09/02/2021,07/02/2021,sao paulo,58,168
GISAID_darlan,17/02/2021,14/02/2021,sao paulo,46,100
GISAID_darlan,26/02/2021,21/02/2021,sao paulo,79,125
GISAID_darlan,02/03/2021,28/02/2021,sao paulo,98,147
GISAID_darlan,09/03/2021,07/03/2021,sao paulo,203,265
GISAID_darlan,16/03/2021,14/03/2021,sao paulo,190,230
GISAID_darlan,22/03/2021,21/03/2021,sao paulo,720,882
GISAID_darlan,30/03/2021,28/03/2021,sao paulo,355,428
