data_type,median_sampling_date,week,location,n_positive,n_sampled
genomica_fiocruz,NA,08/03/2021,amapa,1,1
genomica_fiocruz,NA,15/03/2021,amapa,1,1
genomica_fiocruz,NA,22/03/2021,amapa,2,2
genomica_fiocruz,NA,29/03/2021,amapa,2,2
genomica_fiocruz,NA,01/03/2021,parana,1,1
genomica_fiocruz,NA,08/03/2021,parana,1,1
genomica_fiocruz,NA,15/03/2021,parana,2,2
genomica_fiocruz,NA,22/03/2021,parana,2,2
genomica_fiocruz,NA,29/03/2021,parana,2,2
genomica_fiocruz,NA,01/03/2021,rondonia,0,0
genomica_fiocruz,NA,08/03/2021,rondonia,0,0
genomica_fiocruz,NA,15/03/2021,rondonia,0,0
genomica_fiocruz,NA,22/03/2021,rondonia,1,1
genomica_fiocruz,NA,29/03/2021,rondonia,1,1
genomica_fiocruz,NA,01/03/2021,roraima,0,0
genomica_fiocruz,NA,08/03/2021,roraima,0,0
genomica_fiocruz,NA,15/03/2021,roraima,0,0
genomica_fiocruz,NA,22/03/2021,roraima,1,1
genomica_fiocruz,NA,29/03/2021,roraima,1,1
genomica_fiocruz,NA,01/03/2021,tocantins,0,0
genomica_fiocruz,NA,08/03/2021,tocantins,0,0
genomica_fiocruz,NA,15/03/2021,tocantins,0,0
genomica_fiocruz,NA,22/03/2021,tocantins,0,0
genomica_fiocruz,NA,29/03/2021,tocantins,0,0
genomica_fiocruz,NA,01/03/2021,alagoas,4,4
genomica_fiocruz,NA,08/03/2021,alagoas,4,4
genomica_fiocruz,NA,15/03/2021,alagoas,4,4
genomica_fiocruz,NA,22/03/2021,alagoas,5,5
genomica_fiocruz,NA,29/03/2021,alagoas,5,5
genomica_fiocruz,NA,01/03/2021,bahia,3,5
genomica_fiocruz,NA,08/03/2021,bahia,4,5
genomica_fiocruz,NA,15/03/2021,bahia,4,5
genomica_fiocruz,NA,22/03/2021,bahia,4,5
genomica_fiocruz,NA,29/03/2021,bahia,4,5
genomica_fiocruz,NA,01/03/2021,ceara,1,1
genomica_fiocruz,NA,08/03/2021,ceara,1,1
genomica_fiocruz,NA,15/03/2021,ceara,1,1
genomica_fiocruz,NA,22/03/2021,ceara,1,1
genomica_fiocruz,NA,29/03/2021,ceara,1,1
genomica_fiocruz,NA,01/03/2021,maranhao,5,5
genomica_fiocruz,NA,08/03/2021,maranhao,5,5
genomica_fiocruz,NA,15/03/2021,maranhao,5,6
genomica_fiocruz,NA,22/03/2021,maranhao,5,6
genomica_fiocruz,NA,29/03/2021,maranhao,5,6
genomica_fiocruz,NA,01/03/2021,paraiba,6,7
genomica_fiocruz,NA,08/03/2021,paraiba,6,7
genomica_fiocruz,NA,15/03/2021,paraiba,6,7
genomica_fiocruz,NA,22/03/2021,paraiba,6,7
genomica_fiocruz,NA,29/03/2021,paraiba,7,8
genomica_fiocruz,NA,01/03/2021,pernambuco,0,0
genomica_fiocruz,NA,08/03/2021,pernambuco,0,0
genomica_fiocruz,NA,15/03/2021,pernambuco,1,1
genomica_fiocruz,NA,22/03/2021,pernambuco,1,1
genomica_fiocruz,NA,29/03/2021,pernambuco,1,1
genomica_fiocruz,NA,01/03/2021,piaui,0,0
genomica_fiocruz,NA,08/03/2021,piaui,0,0
genomica_fiocruz,NA,15/03/2021,piaui,0,0
genomica_fiocruz,NA,22/03/2021,piaui,0,0
genomica_fiocruz,NA,29/03/2021,piaui,1,1
genomica_fiocruz,NA,01/03/2021,rio grande do norte,2,2
genomica_fiocruz,NA,08/03/2021,rio grande do norte,2,2
genomica_fiocruz,NA,15/03/2021,rio grande do norte,2,2
genomica_fiocruz,NA,22/03/2021,rio grande do norte,2,2
genomica_fiocruz,NA,29/03/2021,rio grande do norte,2,2
genomica_fiocruz,NA,01/03/2021,sergipe,9,10
genomica_fiocruz,NA,08/03/2021,sergipe,9,10
genomica_fiocruz,NA,15/03/2021,sergipe,9,10
genomica_fiocruz,NA,22/03/2021,sergipe,10,10
genomica_fiocruz,NA,29/03/2021,sergipe,10,10
genomica_fiocruz,NA,01/03/2021,distrito federal,0,0
genomica_fiocruz,NA,08/03/2021,distrito federal,0,0
genomica_fiocruz,NA,15/03/2021,distrito federal,0,0
genomica_fiocruz,NA,22/03/2021,distrito federal,0,0
genomica_fiocruz,NA,29/03/2021,distrito federal,0,0
genomica_fiocruz,NA,01/03/2021,goias,44,47
genomica_fiocruz,NA,08/03/2021,goias,44,47
genomica_fiocruz,NA,15/03/2021,goias,44,47
genomica_fiocruz,NA,22/03/2021,goias,44,47
genomica_fiocruz,NA,29/03/2021,goias,44,48
genomica_fiocruz,NA,01/03/2021,mato grosso do sul,0,0
genomica_fiocruz,NA,08/03/2021,mato grosso do sul,0,0
genomica_fiocruz,NA,15/03/2021,mato grosso do sul,0,0
genomica_fiocruz,NA,22/03/2021,mato grosso do sul,0,0
genomica_fiocruz,NA,29/03/2021,mato grosso do sul,0,1
genomica_fiocruz,NA,01/03/2021,mato grosso,0,0
genomica_fiocruz,NA,08/03/2021,mato grosso,0,0
genomica_fiocruz,NA,15/03/2021,mato grosso,0,0
genomica_fiocruz,NA,22/03/2021,mato grosso,0,0
genomica_fiocruz,NA,29/03/2021,mato grosso,0,0
genomica_fiocruz,NA,01/03/2021,espirito santo,0,0
genomica_fiocruz,NA,08/03/2021,espirito santo,0,1
genomica_fiocruz,NA,15/03/2021,espirito santo,0,1
genomica_fiocruz,NA,22/03/2021,espirito santo,0,1
genomica_fiocruz,NA,29/03/2021,espirito santo,1,1
genomica_fiocruz,NA,01/03/2021,minas gerais,8,11
genomica_fiocruz,NA,08/03/2021,minas gerais,8,11
genomica_fiocruz,NA,15/03/2021,minas gerais,8,11
genomica_fiocruz,NA,22/03/2021,minas gerais,9,12
genomica_fiocruz,NA,29/03/2021,minas gerais,9,12
genomica_fiocruz,NA,01/03/2021,rio de janeiro,52,61
genomica_fiocruz,NA,08/03/2021,rio de janeiro,52,61
genomica_fiocruz,NA,15/03/2021,rio de janeiro,52,61
genomica_fiocruz,NA,22/03/2021,rio de janeiro,53,61
genomica_fiocruz,NA,29/03/2021,rio de janeiro,53,62
genomica_fiocruz,NA,01/03/2021,sau paulo state,296,369
genomica_fiocruz,NA,08/03/2021,sau paulo state,296,370
genomica_fiocruz,NA,15/03/2021,sau paulo state,296,370
genomica_fiocruz,NA,22/03/2021,sau paulo state,296,370
genomica_fiocruz,NA,29/03/2021,sau paulo state,296,370
genomica_fiocruz,NA,01/03/2021,parana,8,9
genomica_fiocruz,NA,08/03/2021,parana,8,9
genomica_fiocruz,NA,15/03/2021,parana,8,9
genomica_fiocruz,NA,22/03/2021,parana,8,9
genomica_fiocruz,NA,29/03/2021,parana,8,9
genomica_fiocruz,NA,01/03/2021,rio grande do sul,18,20
genomica_fiocruz,NA,08/03/2021,rio grande do sul,18,20
genomica_fiocruz,NA,15/03/2021,rio grande do sul,19,20
genomica_fiocruz,NA,22/03/2021,rio grande do sul,19,21
genomica_fiocruz,NA,29/03/2021,rio grande do sul,19,21
genomica_fiocruz,NA,01/03/2021,santa catarina,15,15
genomica_fiocruz,NA,08/03/2021,santa catarina,15,16
genomica_fiocruz,NA,15/03/2021,santa catarina,15,16
genomica_fiocruz,NA,22/03/2021,santa catarina,15,16
genomica_fiocruz,NA,29/03/2021,santa catarina,16,16
genomica_fiocruz,NA,05/04/2021,acre,0,0
genomica_fiocruz,NA,12/04/2021,acre,0,0
genomica_fiocruz,NA,19/04/2021,acre,0,0
genomica_fiocruz,NA,26/04/2021,acre,0,0
genomica_fiocruz,NA,05/04/2021,amazonas,0,0
genomica_fiocruz,NA,12/04/2021,amazonas,0,0
genomica_fiocruz,NA,19/04/2021,amazonas,0,0
genomica_fiocruz,NA,26/04/2021,amazonas,0,0
genomica_fiocruz,NA,05/04/2021,amapa,0,0
genomica_fiocruz,NA,12/04/2021,amapa,0,0
genomica_fiocruz,NA,19/04/2021,amapa,0,0
genomica_fiocruz,NA,26/04/2021,amapa,0,0
genomica_fiocruz,NA,05/04/2021,parana,8,8
genomica_fiocruz,NA,12/04/2021,parana,8,8
genomica_fiocruz,NA,19/04/2021,parana,8,8
genomica_fiocruz,NA,26/04/2021,parana,8,8
genomica_fiocruz,NA,05/04/2021,rondonia,0,0
genomica_fiocruz,NA,12/04/2021,rondonia,0,0
genomica_fiocruz,NA,19/04/2021,rondonia,0,0
genomica_fiocruz,NA,26/04/2021,rondonia,0,0
genomica_fiocruz,NA,05/04/2021,roraima,0,0
genomica_fiocruz,NA,12/04/2021,roraima,0,0
genomica_fiocruz,NA,19/04/2021,roraima,0,0
genomica_fiocruz,NA,26/04/2021,roraima,0,0
genomica_fiocruz,NA,05/04/2021,tocantins,0,0
genomica_fiocruz,NA,12/04/2021,tocantins,0,0
genomica_fiocruz,NA,19/04/2021,tocantins,0,0
genomica_fiocruz,NA,26/04/2021,tocantins,0,0
genomica_fiocruz,NA,05/04/2021,alagoas,14,14
genomica_fiocruz,NA,12/04/2021,alagoas,14,14
genomica_fiocruz,NA,19/04/2021,alagoas,14,14
genomica_fiocruz,NA,26/04/2021,alagoas,14,14
genomica_fiocruz,NA,05/04/2021,bahia,3,3
genomica_fiocruz,NA,12/04/2021,bahia,3,3
genomica_fiocruz,NA,19/04/2021,bahia,3,3
genomica_fiocruz,NA,26/04/2021,bahia,3,4
genomica_fiocruz,NA,05/04/2021,ceara,0,0
genomica_fiocruz,NA,12/04/2021,ceara,0,0
genomica_fiocruz,NA,19/04/2021,ceara,0,0
genomica_fiocruz,NA,26/04/2021,ceara,0,0
genomica_fiocruz,NA,05/04/2021,maranhao,0,0
genomica_fiocruz,NA,12/04/2021,maranhao,0,0
genomica_fiocruz,NA,19/04/2021,maranhao,0,0
genomica_fiocruz,NA,26/04/2021,maranhao,0,0
genomica_fiocruz,NA,05/04/2021,paraiba,2,3
genomica_fiocruz,NA,12/04/2021,paraiba,2,3
genomica_fiocruz,NA,19/04/2021,paraiba,3,3
genomica_fiocruz,NA,26/04/2021,paraiba,3,4
genomica_fiocruz,NA,05/04/2021,pernambuco,0,0
genomica_fiocruz,NA,12/04/2021,pernambuco,0,0
genomica_fiocruz,NA,19/04/2021,pernambuco,0,0
genomica_fiocruz,NA,26/04/2021,pernambuco,0,0
genomica_fiocruz,NA,05/04/2021,piaui,0,0
genomica_fiocruz,NA,12/04/2021,piaui,0,0
genomica_fiocruz,NA,19/04/2021,piaui,0,0
genomica_fiocruz,NA,26/04/2021,piaui,0,0
genomica_fiocruz,NA,05/04/2021,rio grande do norte,1,2
genomica_fiocruz,NA,12/04/2021,rio grande do norte,1,2
genomica_fiocruz,NA,19/04/2021,rio grande do norte,2,2
genomica_fiocruz,NA,26/04/2021,rio grande do norte,2,2
genomica_fiocruz,NA,05/04/2021,sergipe,0,0
genomica_fiocruz,NA,12/04/2021,sergipe,0,0
genomica_fiocruz,NA,19/04/2021,sergipe,0,0
genomica_fiocruz,NA,26/04/2021,sergipe,1,1
genomica_fiocruz,NA,05/04/2021,distrito federal,0,0
genomica_fiocruz,NA,12/04/2021,distrito federal,0,0
genomica_fiocruz,NA,19/04/2021,distrito federal,0,0
genomica_fiocruz,NA,26/04/2021,distrito federal,0,0
genomica_fiocruz,NA,05/04/2021,goias,38,40
genomica_fiocruz,NA,12/04/2021,goias,38,40
genomica_fiocruz,NA,19/04/2021,goias,39,41
genomica_fiocruz,NA,26/04/2021,goias,39,41
genomica_fiocruz,NA,05/04/2021,mato grosso do sul,0,0
genomica_fiocruz,NA,12/04/2021,mato grosso do sul,0,0
genomica_fiocruz,NA,19/04/2021,mato grosso do sul,0,0
genomica_fiocruz,NA,26/04/2021,mato grosso do sul,0,0
genomica_fiocruz,NA,05/04/2021,mato grosso,0,0
genomica_fiocruz,NA,12/04/2021,mato grosso,0,0
genomica_fiocruz,NA,19/04/2021,mato grosso,0,0
genomica_fiocruz,NA,26/04/2021,mato grosso,0,0
genomica_fiocruz,NA,05/04/2021,espirito santo,0,0
genomica_fiocruz,NA,12/04/2021,espirito santo,0,0
genomica_fiocruz,NA,19/04/2021,espirito santo,1,1
genomica_fiocruz,NA,26/04/2021,espirito santo,1,1
genomica_fiocruz,NA,05/04/2021,minas gerais,0,0
genomica_fiocruz,NA,12/04/2021,minas gerais,0,0
genomica_fiocruz,NA,19/04/2021,minas gerais,0,0
genomica_fiocruz,NA,26/04/2021,minas gerais,0,0
genomica_fiocruz,NA,05/04/2021,rio de janeiro,207,216
genomica_fiocruz,NA,12/04/2021,rio de janeiro,207,217
genomica_fiocruz,NA,19/04/2021,rio de janeiro,208,217
genomica_fiocruz,NA,26/04/2021,rio de janeiro,208,217
genomica_fiocruz,NA,05/04/2021,sau paulo state,522,594
genomica_fiocruz,NA,12/04/2021,sau paulo state,523,595
genomica_fiocruz,NA,19/04/2021,sau paulo state,523,595
genomica_fiocruz,NA,26/04/2021,sau paulo state,523,595
genomica_fiocruz,NA,05/04/2021,parana,8,8
genomica_fiocruz,NA,12/04/2021,parana,8,9
genomica_fiocruz,NA,19/04/2021,parana,8,9
genomica_fiocruz,NA,26/04/2021,parana,8,9
genomica_fiocruz,NA,05/04/2021,rio grande do sul,14,18
genomica_fiocruz,NA,12/04/2021,rio grande do sul,14,18
genomica_fiocruz,NA,19/04/2021,rio grande do sul,14,18
genomica_fiocruz,NA,26/04/2021,rio grande do sul,15,18
genomica_fiocruz,NA,05/04/2021,santa catarina,16,17
genomica_fiocruz,NA,12/04/2021,santa catarina,16,17
genomica_fiocruz,NA,19/04/2021,santa catarina,16,17
genomica_fiocruz,NA,26/04/2021,santa catarina,17,17
genomica_fiocruz,NA,03/05/2021,acre,0,0
genomica_fiocruz,NA,10/05/2021,acre,0,0
genomica_fiocruz,NA,17/05/2021,acre,0,0
genomica_fiocruz,NA,24/05/2021,acre,0,0
genomica_fiocruz,NA,31/05/2021,acre,0,0
genomica_fiocruz,NA,03/05/2021,amazonas,0,0
genomica_fiocruz,NA,10/05/2021,amazonas,0,0
genomica_fiocruz,NA,17/05/2021,amazonas,0,0
genomica_fiocruz,NA,24/05/2021,amazonas,0,0
genomica_fiocruz,NA,31/05/2021,amazonas,1,1
genomica_fiocruz,NA,03/05/2021,amapa,0,0
genomica_fiocruz,NA,10/05/2021,amapa,0,0
genomica_fiocruz,NA,17/05/2021,amapa,0,0
genomica_fiocruz,NA,24/05/2021,amapa,0,0
genomica_fiocruz,NA,31/05/2021,amapa,0,0
genomica_fiocruz,NA,03/05/2021,parana,1,1
genomica_fiocruz,NA,10/05/2021,parana,1,1
genomica_fiocruz,NA,17/05/2021,parana,1,1
genomica_fiocruz,NA,24/05/2021,parana,2,2
genomica_fiocruz,NA,31/05/2021,parana,2,2
genomica_fiocruz,NA,03/05/2021,rondonia,0,0
genomica_fiocruz,NA,10/05/2021,rondonia,0,0
genomica_fiocruz,NA,17/05/2021,rondonia,0,0
genomica_fiocruz,NA,24/05/2021,rondonia,0,0
genomica_fiocruz,NA,31/05/2021,rondonia,0,0
genomica_fiocruz,NA,03/05/2021,roraima,0,0
genomica_fiocruz,NA,10/05/2021,roraima,0,0
genomica_fiocruz,NA,17/05/2021,roraima,0,0
genomica_fiocruz,NA,24/05/2021,roraima,0,0
genomica_fiocruz,NA,31/05/2021,roraima,0,0
genomica_fiocruz,NA,03/05/2021,tocantins,0,0
genomica_fiocruz,NA,10/05/2021,tocantins,0,0
genomica_fiocruz,NA,17/05/2021,tocantins,0,0
genomica_fiocruz,NA,24/05/2021,tocantins,0,0
genomica_fiocruz,NA,31/05/2021,tocantins,0,0
genomica_fiocruz,NA,03/05/2021,alagoas,0,0
genomica_fiocruz,NA,10/05/2021,alagoas,0,0
genomica_fiocruz,NA,17/05/2021,alagoas,0,0
genomica_fiocruz,NA,24/05/2021,alagoas,0,0
genomica_fiocruz,NA,31/05/2021,alagoas,1,1
genomica_fiocruz,NA,03/05/2021,bahia,1,1
genomica_fiocruz,NA,10/05/2021,bahia,1,1
genomica_fiocruz,NA,17/05/2021,bahia,1,1
genomica_fiocruz,NA,24/05/2021,bahia,2,2
genomica_fiocruz,NA,31/05/2021,bahia,2,2
genomica_fiocruz,NA,03/05/2021,ceara,0,0
genomica_fiocruz,NA,10/05/2021,ceara,0,0
genomica_fiocruz,NA,17/05/2021,ceara,0,0
genomica_fiocruz,NA,24/05/2021,ceara,0,0
genomica_fiocruz,NA,31/05/2021,ceara,1,1
genomica_fiocruz,NA,03/05/2021,maranhao,0,0
genomica_fiocruz,NA,10/05/2021,maranhao,0,1
genomica_fiocruz,NA,17/05/2021,maranhao,1,1
genomica_fiocruz,NA,24/05/2021,maranhao,1,1
genomica_fiocruz,NA,31/05/2021,maranhao,1,1
genomica_fiocruz,NA,03/05/2021,paraiba,0,0
genomica_fiocruz,NA,10/05/2021,paraiba,0,0
genomica_fiocruz,NA,17/05/2021,paraiba,0,0
genomica_fiocruz,NA,24/05/2021,paraiba,1,1
genomica_fiocruz,NA,31/05/2021,paraiba,1,1
genomica_fiocruz,NA,03/05/2021,pernambuco,0,0
genomica_fiocruz,NA,10/05/2021,pernambuco,0,0
genomica_fiocruz,NA,17/05/2021,pernambuco,0,0
genomica_fiocruz,NA,24/05/2021,pernambuco,0,0
genomica_fiocruz,NA,31/05/2021,pernambuco,0,0
genomica_fiocruz,NA,03/05/2021,piaui,0,0
genomica_fiocruz,NA,10/05/2021,piaui,0,0
genomica_fiocruz,NA,17/05/2021,piaui,0,0
genomica_fiocruz,NA,24/05/2021,piaui,0,0
genomica_fiocruz,NA,31/05/2021,piaui,0,0
genomica_fiocruz,NA,03/05/2021,rio grande do norte,2,2
genomica_fiocruz,NA,10/05/2021,rio grande do norte,2,2
genomica_fiocruz,NA,17/05/2021,rio grande do norte,2,2
genomica_fiocruz,NA,24/05/2021,rio grande do norte,3,3
genomica_fiocruz,NA,31/05/2021,rio grande do norte,3,3
genomica_fiocruz,NA,03/05/2021,sergipe,0,0
genomica_fiocruz,NA,10/05/2021,sergipe,0,0
genomica_fiocruz,NA,17/05/2021,sergipe,0,0
genomica_fiocruz,NA,24/05/2021,sergipe,0,0
genomica_fiocruz,NA,31/05/2021,sergipe,0,0
genomica_fiocruz,NA,03/05/2021,distrito federal,0,0
genomica_fiocruz,NA,10/05/2021,distrito federal,0,0
genomica_fiocruz,NA,17/05/2021,distrito federal,0,0
genomica_fiocruz,NA,24/05/2021,distrito federal,0,0
genomica_fiocruz,NA,31/05/2021,distrito federal,0,0
genomica_fiocruz,NA,03/05/2021,goias,19,23
genomica_fiocruz,NA,10/05/2021,goias,19,23
genomica_fiocruz,NA,17/05/2021,goias,19,23
genomica_fiocruz,NA,24/05/2021,goias,19,23
genomica_fiocruz,NA,31/05/2021,goias,20,23
genomica_fiocruz,NA,03/05/2021,mato grosso do sul,0,0
genomica_fiocruz,NA,10/05/2021,mato grosso do sul,0,0
genomica_fiocruz,NA,17/05/2021,mato grosso do sul,0,0
genomica_fiocruz,NA,24/05/2021,mato grosso do sul,0,0
genomica_fiocruz,NA,31/05/2021,mato grosso do sul,0,0
genomica_fiocruz,NA,03/05/2021,mato grosso,0,0
genomica_fiocruz,NA,10/05/2021,mato grosso,0,0
genomica_fiocruz,NA,17/05/2021,mato grosso,0,0
genomica_fiocruz,NA,24/05/2021,mato grosso,0,0
genomica_fiocruz,NA,31/05/2021,mato grosso,0,0
genomica_fiocruz,NA,03/05/2021,espirito santo,0,0
genomica_fiocruz,NA,10/05/2021,espirito santo,0,0
genomica_fiocruz,NA,17/05/2021,espirito santo,0,0
genomica_fiocruz,NA,24/05/2021,espirito santo,0,1
genomica_fiocruz,NA,31/05/2021,espirito santo,1,1
genomica_fiocruz,NA,03/05/2021,minas gerais,0,0
genomica_fiocruz,NA,10/05/2021,minas gerais,0,0
genomica_fiocruz,NA,17/05/2021,minas gerais,0,1
genomica_fiocruz,NA,24/05/2021,minas gerais,1,1
genomica_fiocruz,NA,31/05/2021,minas gerais,1,1
genomica_fiocruz,NA,03/05/2021,rio de janeiro,107,118
genomica_fiocruz,NA,10/05/2021,rio de janeiro,107,118
genomica_fiocruz,NA,17/05/2021,rio de janeiro,107,118
genomica_fiocruz,NA,24/05/2021,rio de janeiro,108,118
genomica_fiocruz,NA,31/05/2021,rio de janeiro,108,118
genomica_fiocruz,NA,03/05/2021,sau paulo state,263,446
genomica_fiocruz,NA,10/05/2021,sau paulo state,264,446
genomica_fiocruz,NA,17/05/2021,sau paulo state,264,446
genomica_fiocruz,NA,24/05/2021,sau paulo state,264,447
genomica_fiocruz,NA,31/05/2021,sau paulo state,264,447
genomica_fiocruz,NA,03/05/2021,parana,0,0
genomica_fiocruz,NA,10/05/2021,parana,0,0
genomica_fiocruz,NA,17/05/2021,parana,0,0
genomica_fiocruz,NA,24/05/2021,parana,0,0
genomica_fiocruz,NA,31/05/2021,parana,0,0
genomica_fiocruz,NA,03/05/2021,rio grande do sul,0,0
genomica_fiocruz,NA,10/05/2021,rio grande do sul,0,0
genomica_fiocruz,NA,17/05/2021,rio grande do sul,0,0
genomica_fiocruz,NA,24/05/2021,rio grande do sul,0,0
genomica_fiocruz,NA,31/05/2021,rio grande do sul,0,1
genomica_fiocruz,NA,03/05/2021,santa catarina,3,3
genomica_fiocruz,NA,10/05/2021,santa catarina,3,3
genomica_fiocruz,NA,17/05/2021,santa catarina,4,4
genomica_fiocruz,NA,24/05/2021,santa catarina,4,4
genomica_fiocruz,NA,31/05/2021,santa catarina,4,4
GISAID_darlan,19/11/2020,15/11/2020,amapa,0,2
GISAID_darlan,26/11/2020,22/11/2020,amapa,0,3
GISAID_darlan,04/12/2020,29/11/2020,amapa,0,4
GISAID_darlan,07/12/2020,06/12/2020,amapa,0,4
GISAID_darlan,15/12/2020,13/12/2020,amapa,0,4
GISAID_darlan,26/12/2020,20/12/2020,amapa,0,4
GISAID_darlan,02/01/2021,27/12/2020,amapa,0,4
GISAID_darlan,07/01/2021,03/01/2021,amapa,0,5
GISAID_darlan,14/01/2021,10/01/2021,amapa,1,6
GISAID_darlan,18/01/2021,17/01/2021,amapa,1,6
GISAID_darlan,30/01/2021,24/01/2021,amapa,2,5
GISAID_darlan,02/02/2021,31/01/2021,amapa,1,5
GISAID_darlan,08/02/2021,07/02/2021,amapa,4,8
GISAID_darlan,15/02/2021,14/02/2021,amapa,3,3
GISAID_darlan,23/02/2021,21/02/2021,amapa,4,6
GISAID_darlan,04/03/2021,28/02/2021,amapa,4,4
GISAID_darlan,12/03/2021,07/03/2021,amapa,1,1
GISAID_darlan,16/03/2021,14/03/2021,amapa,2,2
GISAID_darlan,05/11/2020,01/11/2020,amazonas,0,16
GISAID_darlan,12/11/2020,08/11/2020,amazonas,0,15
GISAID_darlan,17/11/2020,15/11/2020,amazonas,0,8
GISAID_darlan,24/11/2020,22/11/2020,amazonas,0,3
GISAID_darlan,02/12/2020,29/11/2020,amazonas,1,7
GISAID_darlan,09/12/2020,06/12/2020,amazonas,2,15
GISAID_darlan,17/12/2020,13/12/2020,amazonas,21,64
GISAID_darlan,22/12/2020,20/12/2020,amazonas,51,98
GISAID_darlan,28/12/2020,27/12/2020,amazonas,26,40
GISAID_darlan,05/01/2021,03/01/2021,amazonas,63,78
GISAID_darlan,13/01/2021,10/01/2021,amazonas,17,18
GISAID_darlan,19/01/2021,17/01/2021,amazonas,24,25
GISAID_darlan,26/01/2021,24/01/2021,amazonas,5,5
GISAID_darlan,09/02/2021,07/02/2021,amazonas,1,1
GISAID_darlan,15/02/2021,14/02/2021,amazonas,1,1
GISAID_darlan,22/02/2021,21/02/2021,amazonas,2,2
GISAID_darlan,02/03/2021,28/02/2021,amazonas,3,3
GISAID_darlan,23/03/2021,21/03/2021,amazonas,2,2
GISAID_darlan,06/11/2020,01/11/2020,bahia,0,1
GISAID_darlan,12/11/2020,08/11/2020,bahia,0,6
GISAID_darlan,25/11/2020,22/11/2020,bahia,0,2
GISAID_darlan,09/12/2020,06/12/2020,bahia,0,3
GISAID_darlan,15/12/2020,13/12/2020,bahia,0,3
GISAID_darlan,22/12/2020,20/12/2020,bahia,0,2
GISAID_darlan,28/12/2020,27/12/2020,bahia,5,7
GISAID_darlan,07/01/2021,03/01/2021,bahia,1,14
GISAID_darlan,12/01/2021,10/01/2021,bahia,0,9
GISAID_darlan,21/01/2021,17/01/2021,bahia,6,18
GISAID_darlan,26/01/2021,24/01/2021,bahia,6,28
GISAID_darlan,03/02/2021,31/01/2021,bahia,4,34
GISAID_darlan,10/02/2021,07/02/2021,bahia,16,45
GISAID_darlan,16/02/2021,14/02/2021,bahia,11,28
GISAID_darlan,24/02/2021,21/02/2021,bahia,14,21
GISAID_darlan,03/03/2021,28/02/2021,bahia,26,37
GISAID_darlan,11/03/2021,07/03/2021,bahia,7,7
GISAID_darlan,16/03/2021,14/03/2021,bahia,5,5
GISAID_darlan,23/03/2021,21/03/2021,bahia,12,14
GISAID_darlan,30/03/2021,28/03/2021,bahia,1,1
GISAID_darlan,03/12/2020,29/11/2020,goias,0,8
GISAID_darlan,08/12/2020,06/12/2020,goias,0,8
GISAID_darlan,16/12/2020,13/12/2020,goias,0,9
GISAID_darlan,23/12/2020,20/12/2020,goias,0,11
GISAID_darlan,29/12/2020,27/12/2020,goias,0,19
GISAID_darlan,05/01/2021,03/01/2021,goias,1,29
GISAID_darlan,13/01/2021,10/01/2021,goias,4,26
GISAID_darlan,19/01/2021,17/01/2021,goias,29,44
GISAID_darlan,26/01/2021,24/01/2021,goias,9,28
GISAID_darlan,04/02/2021,31/01/2021,goias,13,30
GISAID_darlan,10/02/2021,07/02/2021,goias,24,42
GISAID_darlan,17/02/2021,14/02/2021,goias,35,48
GISAID_darlan,24/02/2021,21/02/2021,goias,39,50
GISAID_darlan,04/03/2021,28/02/2021,goias,81,96
GISAID_darlan,09/03/2021,07/03/2021,goias,30,35
GISAID_darlan,16/03/2021,14/03/2021,goias,36,40
GISAID_darlan,24/03/2021,21/03/2021,goias,25,27
GISAID_darlan,31/03/2021,28/03/2021,goias,59,62
GISAID_darlan,18/11/2020,15/11/2020,maranhao,0,2
GISAID_darlan,26/11/2020,22/11/2020,maranhao,0,1
GISAID_darlan,30/11/2020,29/11/2020,maranhao,0,3
GISAID_darlan,10/12/2020,06/12/2020,maranhao,0,3
GISAID_darlan,17/12/2020,13/12/2020,maranhao,0,1
GISAID_darlan,22/12/2020,20/12/2020,maranhao,0,4
GISAID_darlan,31/12/2020,27/12/2020,maranhao,0,8
GISAID_darlan,04/01/2021,03/01/2021,maranhao,1,14
GISAID_darlan,14/01/2021,10/01/2021,maranhao,0,11
GISAID_darlan,20/01/2021,17/01/2021,maranhao,4,11
GISAID_darlan,27/01/2021,24/01/2021,maranhao,3,8
GISAID_darlan,04/02/2021,31/01/2021,maranhao,6,14
GISAID_darlan,09/02/2021,07/02/2021,maranhao,8,15
GISAID_darlan,18/02/2021,14/02/2021,maranhao,6,14
GISAID_darlan,23/02/2021,21/02/2021,maranhao,8,8
GISAID_darlan,02/03/2021,28/02/2021,maranhao,6,9
GISAID_darlan,09/03/2021,07/03/2021,maranhao,10,10
GISAID_darlan,19/03/2021,14/03/2021,maranhao,4,5
GISAID_darlan,25/03/2021,21/03/2021,maranhao,3,4
GISAID_darlan,05/11/2020,01/11/2020,minas gerais,0,4
GISAID_darlan,11/11/2020,08/11/2020,minas gerais,0,2
GISAID_darlan,17/11/2020,15/11/2020,minas gerais,0,4
GISAID_darlan,24/11/2020,22/11/2020,minas gerais,0,10
GISAID_darlan,03/12/2020,29/11/2020,minas gerais,0,11
GISAID_darlan,09/12/2020,06/12/2020,minas gerais,0,9
GISAID_darlan,16/12/2020,13/12/2020,minas gerais,0,8
GISAID_darlan,21/12/2020,20/12/2020,minas gerais,0,3
GISAID_darlan,29/12/2020,27/12/2020,minas gerais,0,4
