city,sex,age,population
Porto Velho,Men,0,871
Porto Velho,Men,1,1440
Porto Velho,Men,2,4868
Porto Velho,Men,3,4701
Porto Velho,Men,4,3108
Porto Velho,Men,5,2312
Porto Velho,Men,6,3433
Porto Velho,Men,7,4985
Porto Velho,Men,8,3699
Porto Velho,Men,9,3856
Porto Velho,Men,10,1918
Porto Velho,Men,11,2904
Porto Velho,Men,12,3949
Porto Velho,Men,13,7931
Porto Velho,Men,14,2999
Porto Velho,Men,15,3602
Porto Velho,Men,16,4780
Porto Velho,Men,17,3024
Porto Velho,Men,18,7060
Porto Velho,Men,19,6223
Porto Velho,Men,20,3377
Porto Velho,Men,21,4052
Porto Velho,Men,22,5575
Porto Velho,Men,23,3395
Porto Velho,Men,24,4283
Porto Velho,Men,25,2907
Porto Velho,Men,26,6390
Porto Velho,Men,27,4716
Porto Velho,Men,28,4429
Porto Velho,Men,29,4882
Porto Velho,Men,30,3079
Porto Velho,Men,31,3863
Porto Velho,Men,32,6929
Porto Velho,Men,33,3120
Porto Velho,Men,34,3840
Porto Velho,Men,35,6001
Porto Velho,Men,36,4097
Porto Velho,Men,37,3396
Porto Velho,Men,38,4642
Porto Velho,Men,39,6995
Porto Velho,Men,40,3029
Porto Velho,Men,41,2943
Porto Velho,Men,42,2772
Porto Velho,Men,43,3250
Porto Velho,Men,44,3863
Porto Velho,Men,45,3270
Porto Velho,Men,46,3301
Porto Velho,Men,47,5256
Porto Velho,Men,48,3897
Porto Velho,Men,49,3598
Porto Velho,Men,50,2230
Porto Velho,Men,51,2460
Porto Velho,Men,52,4225
Porto Velho,Men,53,4170
Porto Velho,Men,54,1818
Porto Velho,Men,55,1232
Porto Velho,Men,56,2776
Porto Velho,Men,57,1877
Porto Velho,Men,58,2169
Porto Velho,Men,59,1038
Porto Velho,Men,60,1665
Porto Velho,Men,61,338
Porto Velho,Men,62,2382
Porto Velho,Men,63,929
Porto Velho,Men,64,1464
Porto Velho,Men,65,2068
Porto Velho,Men,66,213
Porto Velho,Men,67,2458
Porto Velho,Men,68,874
Porto Velho,Men,69,671
Porto Velho,Men,70,1480
Porto Velho,Men,71,359
Porto Velho,Men,72,427
Porto Velho,Men,73,892
Porto Velho,Men,74,217
Porto Velho,Men,75,542
Porto Velho,Men,76,466
Porto Velho,Men,77,213
Porto Velho,Men,79,261
Porto Velho,Men,80,740
Porto Velho,Men,81,419
Porto Velho,Men,85,283
Porto Velho,Men,86,224
Porto Velho,Men,91,187
Porto Velho,Men,92,101
Porto Velho,Women,0,1385
Porto Velho,Women,1,2945
Porto Velho,Women,2,3137
Porto Velho,Women,3,3570
Porto Velho,Women,4,3966
Porto Velho,Women,5,2228
Porto Velho,Women,6,4772
Porto Velho,Women,7,3028
Porto Velho,Women,8,5798
Porto Velho,Women,9,4760
Porto Velho,Women,10,2545
Porto Velho,Women,11,5364
Porto Velho,Women,12,4326
Porto Velho,Women,13,3114
Porto Velho,Women,14,3528
Porto Velho,Women,15,7209
Porto Velho,Women,16,3889
Porto Velho,Women,17,4772
Porto Velho,Women,18,2710
Porto Velho,Women,19,5535
Porto Velho,Women,20,3646
Porto Velho,Women,21,3906
Porto Velho,Women,22,3290
Porto Velho,Women,23,6460
Porto Velho,Women,24,3909
Porto Velho,Women,25,2695
Porto Velho,Women,26,3502
Porto Velho,Women,27,2064
Porto Velho,Women,28,3971
Porto Velho,Women,29,3378
Porto Velho,Women,30,2977
Porto Velho,Women,31,4891
Porto Velho,Women,32,2595
Porto Velho,Women,33,4713
Porto Velho,Women,34,4871
Porto Velho,Women,35,5715
Porto Velho,Women,36,5774
Porto Velho,Women,37,3970
Porto Velho,Women,38,5989
Porto Velho,Women,39,3822
Porto Velho,Women,40,4257
Porto Velho,Women,41,6235
Porto Velho,Women,42,4404
Porto Velho,Women,43,2540
Porto Velho,Women,44,4847
Porto Velho,Women,45,2873
Porto Velho,Women,46,3101
Porto Velho,Women,47,3297
Porto Velho,Women,48,2561
Porto Velho,Women,49,3187
Porto Velho,Women,50,2866
Porto Velho,Women,51,1830
Porto Velho,Women,52,2267
Porto Velho,Women,53,2821
Porto Velho,Women,54,2989
Porto Velho,Women,55,2445
Porto Velho,Women,56,4938
Porto Velho,Women,57,2885
Porto Velho,Women,58,2232
Porto Velho,Women,59,2524
Porto Velho,Women,60,935
Porto Velho,Women,61,1435
Porto Velho,Women,62,1292
Porto Velho,Women,63,480
Porto Velho,Women,64,2771
Porto Velho,Women,65,1113
Porto Velho,Women,66,562
Porto Velho,Women,67,1798
Porto Velho,Women,68,1595
Porto Velho,Women,69,678
Porto Velho,Women,70,1153
Porto Velho,Women,71,854
Porto Velho,Women,72,1234
Porto Velho,Women,73,598
Porto Velho,Women,74,115
Porto Velho,Women,75,95
Porto Velho,Women,76,249
Porto Velho,Women,77,273
Porto Velho,Women,78,134
Porto Velho,Women,79,388
Porto Velho,Women,80,123
Porto Velho,Women,81,164
Porto Velho,Women,84,102
Porto Velho,Women,85,123
Porto Velho,Women,86,208
Porto Velho,Women,87,717
Porto Velho,Women,88,157
Porto Velho,Women,91,235
Porto Velho,Women,94,134
Rio Branco,Men,0,3170
Rio Branco,Men,1,2433
Rio Branco,Men,2,2966
Rio Branco,Men,3,4598
Rio Branco,Men,4,5568
Rio Branco,Men,5,5941
Rio Branco,Men,6,3430
Rio Branco,Men,7,4948
Rio Branco,Men,8,3831
Rio Branco,Men,9,4016
Rio Branco,Men,10,3815
Rio Branco,Men,11,4005
Rio Branco,Men,12,4343
Rio Branco,Men,13,4963
Rio Branco,Men,14,3858
Rio Branco,Men,15,3422
Rio Branco,Men,16,4513
Rio Branco,Men,17,3798
Rio Branco,Men,18,3748
Rio Branco,Men,19,5380
Rio Branco,Men,20,5028
Rio Branco,Men,21,3446
Rio Branco,Men,22,3686
Rio Branco,Men,23,3117
Rio Branco,Men,24,3708
Rio Branco,Men,25,3600
Rio Branco,Men,26,3268
Rio Branco,Men,27,4201
Rio Branco,Men,28,2954
Rio Branco,Men,29,2963
Rio Branco,Men,30,3894
Rio Branco,Men,31,2564
Rio Branco,Men,32,2715
Rio Branco,Men,33,3249
Rio Branco,Men,34,2901
Rio Branco,Men,35,4976
Rio Branco,Men,36,2879
Rio Branco,Men,37,3267
Rio Branco,Men,38,3708
Rio Branco,Men,39,3212
Rio Branco,Men,40,2880
Rio Branco,Men,41,3579
Rio Branco,Men,42,2206
Rio Branco,Men,43,2040
Rio Branco,Men,44,2788
Rio Branco,Men,45,3135
Rio Branco,Men,46,2159
Rio Branco,Men,47,2449
Rio Branco,Men,48,3394
Rio Branco,Men,49,2887
Rio Branco,Men,50,1923
Rio Branco,Men,51,1658
Rio Branco,Men,52,1875
Rio Branco,Men,53,981
Rio Branco,Men,54,1394
Rio Branco,Men,55,1591
Rio Branco,Men,56,1606
Rio Branco,Men,57,2447
Rio Branco,Men,58,1329
Rio Branco,Men,59,1393
Rio Branco,Men,60,827
Rio Branco,Men,61,1733
Rio Branco,Men,62,383
Rio Branco,Men,63,1310
Rio Branco,Men,64,1305
Rio Branco,Men,65,1452
Rio Branco,Men,66,1094
Rio Branco,Men,67,702
Rio Branco,Men,68,856
Rio Branco,Men,69,683
Rio Branco,Men,70,1165
Rio Branco,Men,71,225
Rio Branco,Men,72,786
Rio Branco,Men,73,283
Rio Branco,Men,74,280
Rio Branco,Men,75,296
Rio Branco,Men,76,299
Rio Branco,Men,77,115
Rio Branco,Men,78,192
Rio Branco,Men,79,197
Rio Branco,Men,80,404
Rio Branco,Men,81,70
Rio Branco,Men,82,60
Rio Branco,Men,83,283
Rio Branco,Men,84,133
Rio Branco,Men,85,140
Rio Branco,Men,88,65
Rio Branco,Men,89,128
Rio Branco,Men,90,428
Rio Branco,Men,91,71
Rio Branco,Men,92,328
Rio Branco,Women,0,1737
Rio Branco,Women,1,3541
Rio Branco,Women,2,4476
Rio Branco,Women,3,3798
Rio Branco,Women,4,4353
Rio Branco,Women,5,4863
Rio Branco,Women,6,4064
Rio Branco,Women,7,3857
Rio Branco,Women,8,3624
Rio Branco,Women,9,5147
Rio Branco,Women,10,4287
Rio Branco,Women,11,2517
Rio Branco,Women,12,3586
Rio Branco,Women,13,3798
Rio Branco,Women,14,4367
Rio Branco,Women,15,3461
Rio Branco,Women,16,5671
Rio Branco,Women,17,4051
Rio Branco,Women,18,5192
Rio Branco,Women,19,4412
Rio Branco,Women,20,4678
Rio Branco,Women,21,4921
Rio Branco,Women,22,3415
Rio Branco,Women,23,4401
Rio Branco,Women,24,3174
Rio Branco,Women,25,5076
Rio Branco,Women,26,4979
Rio Branco,Women,27,3734
Rio Branco,Women,28,5309
Rio Branco,Women,29,4127
Rio Branco,Women,30,3888
Rio Branco,Women,31,2590
Rio Branco,Women,32,2988
Rio Branco,Women,33,3110
Rio Branco,Women,34,3713
Rio Branco,Women,35,4000
Rio Branco,Women,36,4467
Rio Branco,Women,37,4659
Rio Branco,Women,38,4105
Rio Branco,Women,39,3651
Rio Branco,Women,40,2686
Rio Branco,Women,41,2898
Rio Branco,Women,42,3104
Rio Branco,Women,43,3304
Rio Branco,Women,44,2514
Rio Branco,Women,45,3691
Rio Branco,Women,46,2442
Rio Branco,Women,47,3004
Rio Branco,Women,48,3242
Rio Branco,Women,49,2537
Rio Branco,Women,50,1706
Rio Branco,Women,51,1634
Rio Branco,Women,52,2527
Rio Branco,Women,53,1378
Rio Branco,Women,54,1721
Rio Branco,Women,55,1308
Rio Branco,Women,56,1716
Rio Branco,Women,57,1504
Rio Branco,Women,58,1757
Rio Branco,Women,59,1493
Rio Branco,Women,60,1850
Rio Branco,Women,61,1963
Rio Branco,Women,62,1130
Rio Branco,Women,63,1206
Rio Branco,Women,64,1051
Rio Branco,Women,65,1062
Rio Branco,Women,66,933
Rio Branco,Women,67,554
Rio Branco,Women,68,1746
Rio Branco,Women,69,783
Rio Branco,Women,70,1054
Rio Branco,Women,71,446
Rio Branco,Women,72,246
Rio Branco,Women,73,928
Rio Branco,Women,74,473
Rio Branco,Women,75,493
Rio Branco,Women,76,346
Rio Branco,Women,77,693
Rio Branco,Women,78,446
Rio Branco,Women,79,276
Rio Branco,Women,80,193
Rio Branco,Women,81,164
Rio Branco,Women,82,196
Rio Branco,Women,83,212
Rio Branco,Women,85,64
Rio Branco,Women,86,37
Rio Branco,Women,87,164
Rio Branco,Women,88,283
Rio Branco,Women,89,161
Rio Branco,Women,90,71
Rio Branco,Women,91,156
Rio Branco,Women,96,190
Rio Branco,Women,97,77
Rio Branco,Women,99,52
Manaus,Men,0,9473
Manaus,Men,1,19066
Manaus,Men,2,19341
Manaus,Men,3,18938
Manaus,Men,4,25160
Manaus,Men,5,27969
Manaus,Men,6,14777
Manaus,Men,7,22825
Manaus,Men,8,25531
Manaus,Men,9,23278
Manaus,Men,10,17128
Manaus,Men,11,18425
Manaus,Men,12,16514
Manaus,Men,13,21499
Manaus,Men,14,13748
Manaus,Men,15,19267
Manaus,Men,16,21515
Manaus,Men,17,17617
Manaus,Men,18,20965
Manaus,Men,19,20890
Manaus,Men,20,27368
Manaus,Men,21,22629
Manaus,Men,22,27124
Manaus,Men,23,18925
Manaus,Men,24,23195
Manaus,Men,25,16288
Manaus,Men,26,17735
Manaus,Men,27,18611
Manaus,Men,28,27592
Manaus,Men,29,20235
Manaus,Men,30,21306
Manaus,Men,31,15423
Manaus,Men,32,18777
Manaus,Men,33,19198
Manaus,Men,34,19990
Manaus,Men,35,27483
Manaus,Men,36,19030
Manaus,Men,37,20780
Manaus,Men,38,17349
Manaus,Men,39,22226
Manaus,Men,40,16460
Manaus,Men,41,15308
Manaus,Men,42,18650
Manaus,Men,43,15461
Manaus,Men,44,18226
Manaus,Men,45,13683
Manaus,Men,46,9824
Manaus,Men,47,12690
Manaus,Men,48,10124
Manaus,Men,49,14949
Manaus,Men,50,13422
Manaus,Men,51,11683
Manaus,Men,52,11442
Manaus,Men,53,10520
Manaus,Men,54,9307
Manaus,Men,55,10735
Manaus,Men,56,8268
Manaus,Men,57,7193
Manaus,Men,58,7895
Manaus,Men,59,8607
Manaus,Men,60,5433
Manaus,Men,61,8344
Manaus,Men,62,6397
Manaus,Men,63,4235
Manaus,Men,64,5369
Manaus,Men,65,9303
Manaus,Men,66,2354
Manaus,Men,67,5165
Manaus,Men,68,6725
Manaus,Men,69,3311
Manaus,Men,70,3684
Manaus,Men,71,1637
Manaus,Men,72,3686
Manaus,Men,73,2889
Manaus,Men,74,2412
Manaus,Men,75,3018
Manaus,Men,76,1854
Manaus,Men,77,1742
Manaus,Men,78,594
Manaus,Men,79,1013
Manaus,Men,80,749
Manaus,Men,81,877
Manaus,Men,82,1777
Manaus,Men,84,221
Manaus,Men,85,1040
Manaus,Men,86,327
Manaus,Men,88,489
Manaus,Men,89,411
Manaus,Men,90,278
Manaus,Men,91,664
Manaus,Men,97,343
Manaus,Men,105,374
Manaus,Women,0,7273
Manaus,Women,1,21837
Manaus,Women,2,19163
Manaus,Women,3,26876
Manaus,Women,4,24134
Manaus,Women,5,24327
Manaus,Women,6,25243
Manaus,Women,7,28123
Manaus,Women,8,20720
Manaus,Women,9,25910
Manaus,Women,10,20712
Manaus,Women,11,13198
Manaus,Women,12,17799
Manaus,Women,13,16058
Manaus,Women,14,20831
Manaus,Women,15,20992
Manaus,Women,16,22827
Manaus,Women,17,18409
Manaus,Women,18,19889
Manaus,Women,19,19014
Manaus,Women,20,25723
Manaus,Women,21,25781
Manaus,Women,22,20955
Manaus,Women,23,20475
Manaus,Women,24,19578
Manaus,Women,25,21614
Manaus,Women,26,22475
Manaus,Women,27,21756
Manaus,Women,28,22254
Manaus,Women,29,17250
Manaus,Women,30,22753
Manaus,Women,31,20366
Manaus,Women,32,27062
Manaus,Women,33,18506
Manaus,Women,34,26826
Manaus,Women,35,20581
Manaus,Women,36,19908
Manaus,Women,37,14445
Manaus,Women,38,24023
Manaus,Women,39,19774
Manaus,Women,40,24581
Manaus,Women,41,16343
Manaus,Women,42,16852
Manaus,Women,43,16044
Manaus,Women,44,10669
Manaus,Women,45,16565
Manaus,Women,46,12091
Manaus,Women,47,12989
Manaus,Women,48,14593
Manaus,Women,49,12363
Manaus,Women,50,13024
Manaus,Women,51,9538
Manaus,Women,52,10406
Manaus,Women,53,9884
Manaus,Women,54,11175
Manaus,Women,55,10492
Manaus,Women,56,9852
Manaus,Women,57,10794
Manaus,Women,58,11029
Manaus,Women,59,10035
Manaus,Women,60,9752
Manaus,Women,61,6567
Manaus,Women,62,5101
Manaus,Women,63,6459
Manaus,Women,64,7227
Manaus,Women,65,6375
Manaus,Women,66,5949
Manaus,Women,67,6842
Manaus,Women,68,4303
Manaus,Women,69,4938
Manaus,Women,70,3109
Manaus,Women,71,5013
Manaus,Women,72,2389
Manaus,Women,73,4319
Manaus,Women,74,4886
Manaus,Women,75,2590
Manaus,Women,76,2072
Manaus,Women,77,1968
Manaus,Women,78,638
Manaus,Women,79,2480
Manaus,Women,80,1660
Manaus,Women,81,2143
Manaus,Women,82,886
Manaus,Women,83,1690
Manaus,Women,84,1331
Manaus,Women,85,332
Manaus,Women,86,909
Manaus,Women,87,718
Manaus,Women,88,1242
Manaus,Women,89,523
Manaus,Women,91,560
Manaus,Women,92,632
Manaus,Women,93,86
Manaus,Women,95,476
Manaus,Women,96,151
Manaus,Women,99,176
Boa Vista,Men,0,2510
Boa Vista,Men,1,4175
Boa Vista,Men,2,5750
Boa Vista,Men,3,2849
Boa Vista,Men,4,2865
Boa Vista,Men,5,4733
Boa Vista,Men,6,3327
Boa Vista,Men,7,3462
Boa Vista,Men,8,4537
Boa Vista,Men,9,3294
Boa Vista,Men,10,3027
Boa Vista,Men,11,3174
Boa Vista,Men,12,3048
Boa Vista,Men,13,2985
Boa Vista,Men,14,3920
Boa Vista,Men,15,2674
Boa Vista,Men,16,4826
Boa Vista,Men,17,2376
Boa Vista,Men,18,3125
Boa Vista,Men,19,2354
Boa Vista,Men,20,6237
Boa Vista,Men,21,3490
Boa Vista,Men,22,4932
Boa Vista,Men,23,3966
Boa Vista,Men,24,4372
Boa Vista,Men,25,4566
Boa Vista,Men,26,4234
Boa Vista,Men,27,3159
Boa Vista,Men,28,5515
Boa Vista,Men,29,4764
Boa Vista,Men,30,4004
Boa Vista,Men,31,3057
Boa Vista,Men,32,3456
Boa Vista,Men,33,4055
Boa Vista,Men,34,5331
Boa Vista,Men,35,2555
Boa Vista,Men,36,3572
Boa Vista,Men,37,4278
Boa Vista,Men,38,3440
Boa Vista,Men,39,5263
Boa Vista,Men,40,4050
Boa Vista,Men,41,2413
Boa Vista,Men,42,3001
Boa Vista,Men,43,2810
Boa Vista,Men,44,3329
Boa Vista,Men,45,2413
Boa Vista,Men,46,2349
Boa Vista,Men,47,1746
Boa Vista,Men,48,2320
Boa Vista,Men,49,1808
Boa Vista,Men,50,1753
Boa Vista,Men,51,1125
Boa Vista,Men,52,1016
Boa Vista,Men,53,2562
Boa Vista,Men,54,2219
Boa Vista,Men,55,1837
Boa Vista,Men,56,1679
Boa Vista,Men,57,989
Boa Vista,Men,58,470
Boa Vista,Men,59,1027
Boa Vista,Men,60,1668
Boa Vista,Men,61,1252
Boa Vista,Men,62,1055
Boa Vista,Men,63,563
Boa Vista,Men,64,821
Boa Vista,Men,65,944
Boa Vista,Men,66,409
Boa Vista,Men,67,937
Boa Vista,Men,68,820
Boa Vista,Men,69,84
Boa Vista,Men,70,327
Boa Vista,Men,71,543
Boa Vista,Men,72,346
Boa Vista,Men,73,228
Boa Vista,Men,74,125
Boa Vista,Men,75,197
Boa Vista,Men,76,322
Boa Vista,Men,77,58
Boa Vista,Men,78,248
Boa Vista,Men,79,58
Boa Vista,Men,80,99
Boa Vista,Men,81,186
Boa Vista,Men,83,158
Boa Vista,Men,84,357
Boa Vista,Men,87,211
Boa Vista,Men,89,93
Boa Vista,Men,91,97
Boa Vista,Women,0,1427
Boa Vista,Women,1,2900
Boa Vista,Women,2,2655
Boa Vista,Women,3,3447
Boa Vista,Women,4,4041
Boa Vista,Women,5,3155
Boa Vista,Women,6,5137
Boa Vista,Women,7,4344
Boa Vista,Women,8,5375
Boa Vista,Women,9,2167
Boa Vista,Women,10,2259
Boa Vista,Women,11,3059
Boa Vista,Women,12,3141
Boa Vista,Women,13,3229
Boa Vista,Women,14,3346
Boa Vista,Women,15,3214
Boa Vista,Women,16,3385
Boa Vista,Women,17,3535
Boa Vista,Women,18,2893
Boa Vista,Women,19,3518
Boa Vista,Women,20,4292
Boa Vista,Women,21,3350
Boa Vista,Women,22,3897
Boa Vista,Women,23,4429
Boa Vista,Women,24,4859
Boa Vista,Women,25,4250
Boa Vista,Women,26,3604
Boa Vista,Women,27,5414
Boa Vista,Women,28,3286
Boa Vista,Women,29,2953
Boa Vista,Women,30,2978
Boa Vista,Women,31,4068
Boa Vista,Women,32,5383
Boa Vista,Women,33,2838
Boa Vista,Women,34,3394
Boa Vista,Women,35,2550
Boa Vista,Women,36,3525
Boa Vista,Women,37,4335
Boa Vista,Women,38,2968
Boa Vista,Women,39,3848
Boa Vista,Women,40,3416
Boa Vista,Women,41,2573
Boa Vista,Women,42,3982
Boa Vista,Women,43,2555
Boa Vista,Women,44,2125
Boa Vista,Women,45,2193
Boa Vista,Women,46,1732
Boa Vista,Women,47,1413
Boa Vista,Women,48,1873
Boa Vista,Women,49,1986
Boa Vista,Women,50,2324
Boa Vista,Women,51,1847
Boa Vista,Women,52,1510
Boa Vista,Women,53,1275
Boa Vista,Women,54,1203
Boa Vista,Women,55,2102
Boa Vista,Women,56,1676
Boa Vista,Women,57,1357
Boa Vista,Women,58,1055
Boa Vista,Women,59,937
Boa Vista,Women,60,1722
Boa Vista,Women,61,993
Boa Vista,Women,62,1454
Boa Vista,Women,63,623
Boa Vista,Women,64,653
Boa Vista,Women,65,675
Boa Vista,Women,66,1095
Boa Vista,Women,67,670
Boa Vista,Women,68,380
Boa Vista,Women,69,847
Boa Vista,Women,70,565
Boa Vista,Women,71,742
Boa Vista,Women,72,417
Boa Vista,Women,73,398
Boa Vista,Women,74,119
Boa Vista,Women,75,182
Boa Vista,Women,76,212
Boa Vista,Women,77,259
Boa Vista,Women,78,267
Boa Vista,Women,79,123
Boa Vista,Women,80,114
Boa Vista,Women,81,161
Boa Vista,Women,82,157
Boa Vista,Women,83,229
Boa Vista,Women,84,452
Boa Vista,Women,88,109
Boa Vista,Women,89,48
Boa Vista,Women,91,307
Boa Vista,Women,95,71
Boa Vista,Women,99,67
Belém,Men,0,3469
Belém,Men,1,10615
Belém,Men,2,8466
Belém,Men,3,11889
Belém,Men,4,20446
Belém,Men,5,8388
Belém,Men,6,9240
Belém,Men,7,7779
Belém,Men,8,10445
Belém,Men,9,8424
Belém,Men,10,12060
Belém,Men,11,9852
Belém,Men,12,8003
Belém,Men,13,12237
Belém,Men,14,14740
Belém,Men,15,11378
Belém,Men,16,12076
Belém,Men,17,10046
Belém,Men,18,4817
Belém,Men,19,11463
Belém,Men,20,12792
Belém,Men,21,10795
Belém,Men,22,18953
Belém,Men,23,17373
Belém,Men,24,9025
Belém,Men,25,13747
Belém,Men,26,11702
Belém,Men,27,9186
Belém,Men,28,17227
Belém,Men,29,11245
Belém,Men,30,5863
Belém,Men,31,8973
Belém,Men,32,12779
Belém,Men,33,10392
Belém,Men,34,11810
Belém,Men,35,16052
Belém,Men,36,12149
Belém,Men,37,14376
Belém,Men,38,10238
Belém,Men,39,16639
Belém,Men,40,12410
Belém,Men,41,9928
Belém,Men,42,10302
Belém,Men,43,9940
Belém,Men,44,10401
Belém,Men,45,9858
Belém,Men,46,6975
Belém,Men,47,8302
Belém,Men,48,10738
Belém,Men,49,9923
Belém,Men,50,7891
Belém,Men,51,8854
Belém,Men,52,9722
Belém,Men,53,8836
Belém,Men,54,6991
Belém,Men,55,12412
Belém,Men,56,8952
Belém,Men,57,7881
Belém,Men,58,7629
Belém,Men,59,1445
Belém,Men,60,6146
Belém,Men,61,2445
Belém,Men,62,4969
Belém,Men,63,4750
Belém,Men,64,6058
Belém,Men,65,2920
Belém,Men,66,5487
Belém,Men,67,3397
Belém,Men,68,4271
Belém,Men,69,3435
Belém,Men,70,6777
Belém,Men,71,4022
Belém,Men,72,4831
Belém,Men,73,1911
Belém,Men,74,4166
Belém,Men,75,1590
Belém,Men,76,2048
Belém,Men,77,3301
Belém,Men,78,1264
Belém,Men,79,608
Belém,Men,80,404
Belém,Men,81,1943
Belém,Men,83,882
Belém,Men,84,945
Belém,Men,85,492
Belém,Men,86,204
Belém,Men,89,455
Belém,Men,90,511
Belém,Women,0,8339
Belém,Women,1,4502
Belém,Women,2,8639
Belém,Women,3,6774
Belém,Women,4,7502
Belém,Women,5,10272
Belém,Women,6,5960
Belém,Women,7,10872
Belém,Women,8,12205
Belém,Women,9,16517
Belém,Women,10,5975
Belém,Women,11,15231
Belém,Women,12,7983
Belém,Women,13,13975
Belém,Women,14,10560
Belém,Women,15,14062
Belém,Women,16,10359
Belém,Women,17,9684
Belém,Women,18,14948
Belém,Women,19,10820
Belém,Women,20,5296
Belém,Women,21,11133
Belém,Women,22,10794
Belém,Women,23,14190
Belém,Women,24,8132
Belém,Women,25,3536
Belém,Women,26,11004
Belém,Women,27,16476
Belém,Women,28,14292
Belém,Women,29,9364
Belém,Women,30,13387
Belém,Women,31,9563
Belém,Women,32,13419
Belém,Women,33,18704
Belém,Women,34,12545
Belém,Women,35,5826
Belém,Women,36,14762
Belém,Women,37,12994
Belém,Women,38,13359
Belém,Women,39,15173
Belém,Women,40,14787
Belém,Women,41,13283
Belém,Women,42,13316
Belém,Women,43,8714
Belém,Women,44,8730
Belém,Women,45,6927
Belém,Women,46,9763
Belém,Women,47,11359
Belém,Women,48,11100
Belém,Women,49,8972
Belém,Women,50,11138
Belém,Women,51,7108
Belém,Women,52,6064
Belém,Women,53,9237
Belém,Women,54,5580
Belém,Women,55,6519
Belém,Women,56,8621
Belém,Women,57,10331
Belém,Women,58,7210
Belém,Women,59,9817
Belém,Women,60,9783
Belém,Women,61,6176
Belém,Women,62,7725
Belém,Women,63,4773
Belém,Women,64,5612
Belém,Women,65,7057
Belém,Women,66,6693
Belém,Women,67,6977
Belém,Women,68,5826
Belém,Women,69,2613
Belém,Women,70,6057
Belém,Women,71,5776
Belém,Women,72,6803
Belém,Women,73,5181
Belém,Women,74,2440
Belém,Women,75,2354
Belém,Women,76,2042
Belém,Women,77,2768
Belém,Women,78,2636
Belém,Women,79,1343
Belém,Women,80,2527
Belém,Women,81,1402
Belém,Women,82,1528
Belém,Women,83,1517
Belém,Women,84,1492
Belém,Women,85,545
Belém,Women,86,1839
Belém,Women,87,511
Belém,Women,88,834
Belém,Women,89,1009
Belém,Women,90,1333
Belém,Women,93,480
Belém,Women,95,676
Belém,Women,97,466
Belém,Women,99,626
Macapá,Men,0,2439
Macapá,Men,1,3006
Macapá,Men,2,2723
Macapá,Men,3,7285
Macapá,Men,4,2426
Macapá,Men,5,5903
Macapá,Men,6,7610
Macapá,Men,7,7213
Macapá,Men,8,4033
Macapá,Men,9,4076
Macapá,Men,10,5299
Macapá,Men,11,5784
Macapá,Men,12,5984
Macapá,Men,13,4748
Macapá,Men,14,6171
Macapá,Men,15,5713
Macapá,Men,16,3962
Macapá,Men,17,7337
Macapá,Men,18,2085
Macapá,Men,19,2365
Macapá,Men,20,5827
Macapá,Men,21,6222
Macapá,Men,22,5807
Macapá,Men,23,5995
Macapá,Men,24,6592
Macapá,Men,25,3828
Macapá,Men,26,5412
Macapá,Men,27,4043
Macapá,Men,28,6225
Macapá,Men,29,3744
Macapá,Men,30,4147
Macapá,Men,31,2116
Macapá,Men,32,4103
Macapá,Men,33,4410
Macapá,Men,34,5129
Macapá,Men,35,4459
Macapá,Men,36,6943
Macapá,Men,37,2247
Macapá,Men,38,5486
Macapá,Men,39,3386
Macapá,Men,40,3906
Macapá,Men,41,3430
Macapá,Men,42,1863
Macapá,Men,43,5544
Macapá,Men,44,4944
Macapá,Men,45,1705
Macapá,Men,46,4724
Macapá,Men,47,3070
Macapá,Men,48,3466
Macapá,Men,49,2940
Macapá,Men,50,2914
Macapá,Men,51,1599
Macapá,Men,52,1260
Macapá,Men,53,3409
Macapá,Men,54,1047
Macapá,Men,55,932
Macapá,Men,56,1319
Macapá,Men,57,1578
Macapá,Men,58,1125
Macapá,Men,59,1783
Macapá,Men,60,1925
Macapá,Men,61,1832
Macapá,Men,62,1543
Macapá,Men,63,1644
Macapá,Men,64,1172
Macapá,Men,65,434
Macapá,Men,66,2238
Macapá,Men,67,579
Macapá,Men,68,508
Macapá,Men,69,824
Macapá,Men,70,786
Macapá,Men,71,414
Macapá,Men,72,381
Macapá,Men,73,207
Macapá,Men,74,763
Macapá,Men,76,607
Macapá,Men,77,144
Macapá,Men,79,152
Macapá,Men,80,462
Macapá,Men,81,195
Macapá,Men,82,344
Macapá,Men,84,206
Macapá,Men,89,696
Macapá,Men,90,113
Macapá,Men,96,246
Macapá,Women,0,1619
Macapá,Women,1,2801
Macapá,Women,2,2338
Macapá,Women,3,2321
Macapá,Women,4,6505
Macapá,Women,5,7348
Macapá,Women,6,5142
Macapá,Women,7,2188
Macapá,Women,8,7374
Macapá,Women,9,5297
Macapá,Women,10,3354
Macapá,Women,11,3412
Macapá,Women,12,1973
Macapá,Women,13,5175
Macapá,Women,14,7009
Macapá,Women,15,5232
Macapá,Women,16,2540
Macapá,Women,17,4589
Macapá,Women,18,8445
Macapá,Women,19,4997
Macapá,Women,20,3853
Macapá,Women,21,2993
Macapá,Women,22,8926
Macapá,Women,23,5158
Macapá,Women,24,5348
Macapá,Women,25,4969
Macapá,Women,26,6826
Macapá,Women,27,5250
Macapá,Women,28,2786
Macapá,Women,29,4536
Macapá,Women,30,7339
