city,sex,age,population
Porto Alegre,Women,48,8047
Porto Alegre,Women,49,11186
Porto Alegre,Women,50,10510
Porto Alegre,Women,51,8533
Porto Alegre,Women,52,9864
Porto Alegre,Women,53,12204
Porto Alegre,Women,54,9448
Porto Alegre,Women,55,11723
Porto Alegre,Women,56,12759
Porto Alegre,Women,57,11571
Porto Alegre,Women,58,7369
Porto Alegre,Women,59,8964
Porto Alegre,Women,60,15624
Porto Alegre,Women,61,9100
Porto Alegre,Women,62,10935
Porto Alegre,Women,63,9417
Porto Alegre,Women,64,5751
Porto Alegre,Women,65,7951
Porto Alegre,Women,66,8810
Porto Alegre,Women,67,7803
Porto Alegre,Women,68,8324
Porto Alegre,Women,69,6521
Porto Alegre,Women,70,10593
Porto Alegre,Women,71,7863
Porto Alegre,Women,72,6040
Porto Alegre,Women,73,5890
Porto Alegre,Women,74,3621
Porto Alegre,Women,75,8506
Porto Alegre,Women,76,6557
Porto Alegre,Women,77,6880
Porto Alegre,Women,78,2813
Porto Alegre,Women,79,3760
Porto Alegre,Women,80,4996
Porto Alegre,Women,81,4785
Porto Alegre,Women,82,3865
Porto Alegre,Women,83,2990
Porto Alegre,Women,84,2046
Porto Alegre,Women,85,364
Porto Alegre,Women,86,3079
Porto Alegre,Women,87,2005
Porto Alegre,Women,88,1952
Porto Alegre,Women,89,1472
Porto Alegre,Women,90,1432
Porto Alegre,Women,91,1900
Porto Alegre,Women,93,350
Porto Alegre,Women,94,818
Porto Alegre,Women,96,496
Porto Alegre,Women,99,101
Campo Grande,Men,0,5814
Campo Grande,Men,1,7579
Campo Grande,Men,2,5192
Campo Grande,Men,3,4391
Campo Grande,Men,4,8222
Campo Grande,Men,5,7966
Campo Grande,Men,6,6748
Campo Grande,Men,7,7752
Campo Grande,Men,8,6736
Campo Grande,Men,9,6520
Campo Grande,Men,10,5745
Campo Grande,Men,11,5645
Campo Grande,Men,12,5394
Campo Grande,Men,13,8927
Campo Grande,Men,14,2666
Campo Grande,Men,15,10031
Campo Grande,Men,16,5451
Campo Grande,Men,17,5902
Campo Grande,Men,18,5529
Campo Grande,Men,19,6879
Campo Grande,Men,20,8782
Campo Grande,Men,21,7942
Campo Grande,Men,22,5273
Campo Grande,Men,23,10755
Campo Grande,Men,24,9170
Campo Grande,Men,25,7497
Campo Grande,Men,26,6943
Campo Grande,Men,27,9610
Campo Grande,Men,28,7477
Campo Grande,Men,29,10477
Campo Grande,Men,30,5158
Campo Grande,Men,31,7707
Campo Grande,Men,32,6603
Campo Grande,Men,33,5263
Campo Grande,Men,34,6114
Campo Grande,Men,35,10932
Campo Grande,Men,36,9044
Campo Grande,Men,37,7798
Campo Grande,Men,38,5850
Campo Grande,Men,39,5249
Campo Grande,Men,40,7203
Campo Grande,Men,41,9027
Campo Grande,Men,42,5001
Campo Grande,Men,43,7790
Campo Grande,Men,44,6254
Campo Grande,Men,45,6403
Campo Grande,Men,46,6267
Campo Grande,Men,47,4071
Campo Grande,Men,48,5275
Campo Grande,Men,49,5958
Campo Grande,Men,50,6132
Campo Grande,Men,51,4425
Campo Grande,Men,52,3226
Campo Grande,Men,53,5972
Campo Grande,Men,54,4109
Campo Grande,Men,55,4328
Campo Grande,Men,56,4908
Campo Grande,Men,57,3541
Campo Grande,Men,58,3910
Campo Grande,Men,59,5523
Campo Grande,Men,60,3732
Campo Grande,Men,61,2605
Campo Grande,Men,62,3667
Campo Grande,Men,63,3525
Campo Grande,Men,64,3404
Campo Grande,Men,65,3010
Campo Grande,Men,66,3339
Campo Grande,Men,67,2424
Campo Grande,Men,68,2195
Campo Grande,Men,69,1369
Campo Grande,Men,70,2517
Campo Grande,Men,71,2450
Campo Grande,Men,72,2730
Campo Grande,Men,73,2157
Campo Grande,Men,74,1437
Campo Grande,Men,75,1522
Campo Grande,Men,76,1459
Campo Grande,Men,77,1086
Campo Grande,Men,78,730
Campo Grande,Men,79,2019
Campo Grande,Men,80,1249
Campo Grande,Men,81,512
Campo Grande,Men,82,225
Campo Grande,Men,83,916
Campo Grande,Men,84,126
Campo Grande,Men,85,423
Campo Grande,Men,86,532
Campo Grande,Men,87,95
Campo Grande,Men,88,285
Campo Grande,Men,89,221
Campo Grande,Men,90,301
Campo Grande,Men,91,224
Campo Grande,Women,0,6421
Campo Grande,Women,1,7102
Campo Grande,Women,2,6261
Campo Grande,Women,3,7434
Campo Grande,Women,4,5506
Campo Grande,Women,5,6971
Campo Grande,Women,6,8164
Campo Grande,Women,7,6995
Campo Grande,Women,8,9681
Campo Grande,Women,9,5978
Campo Grande,Women,10,5870
Campo Grande,Women,11,4855
Campo Grande,Women,12,6470
Campo Grande,Women,13,6654
Campo Grande,Women,14,8286
Campo Grande,Women,15,6306
Campo Grande,Women,16,4759
Campo Grande,Women,17,7305
Campo Grande,Women,18,7836
Campo Grande,Women,19,5212
Campo Grande,Women,20,8732
Campo Grande,Women,21,8159
Campo Grande,Women,22,6648
Campo Grande,Women,23,10233
Campo Grande,Women,24,8213
Campo Grande,Women,25,11024
Campo Grande,Women,26,7466
Campo Grande,Women,27,5546
Campo Grande,Women,28,8830
Campo Grande,Women,29,5434
Campo Grande,Women,30,5319
Campo Grande,Women,31,6014
Campo Grande,Women,32,8674
Campo Grande,Women,33,6997
Campo Grande,Women,34,7269
Campo Grande,Women,35,8681
Campo Grande,Women,36,5969
Campo Grande,Women,37,7964
Campo Grande,Women,38,8076
Campo Grande,Women,39,6746
Campo Grande,Women,40,6180
Campo Grande,Women,41,7052
Campo Grande,Women,42,7283
Campo Grande,Women,43,5871
Campo Grande,Women,44,8674
Campo Grande,Women,45,5437
Campo Grande,Women,46,5213
Campo Grande,Women,47,7280
Campo Grande,Women,48,6089
Campo Grande,Women,49,7016
Campo Grande,Women,50,6451
Campo Grande,Women,51,5502
Campo Grande,Women,52,6905
Campo Grande,Women,53,5428
Campo Grande,Women,54,4064
Campo Grande,Women,55,6600
Campo Grande,Women,56,6934
Campo Grande,Women,57,4526
Campo Grande,Women,58,6334
Campo Grande,Women,59,5018
Campo Grande,Women,60,5909
Campo Grande,Women,61,4588
Campo Grande,Women,62,3604
Campo Grande,Women,63,2858
Campo Grande,Women,64,3642
Campo Grande,Women,65,3516
Campo Grande,Women,66,4014
Campo Grande,Women,67,3259
Campo Grande,Women,68,4345
Campo Grande,Women,69,2838
Campo Grande,Women,70,1948
Campo Grande,Women,71,3657
Campo Grande,Women,72,2568
Campo Grande,Women,73,3357
Campo Grande,Women,74,3125
Campo Grande,Women,75,2718
Campo Grande,Women,76,2765
Campo Grande,Women,77,2948
Campo Grande,Women,78,2164
Campo Grande,Women,79,1301
Campo Grande,Women,80,1501
Campo Grande,Women,81,588
Campo Grande,Women,82,547
Campo Grande,Women,83,986
Campo Grande,Women,84,1229
Campo Grande,Women,85,905
Campo Grande,Women,86,298
Campo Grande,Women,87,500
Campo Grande,Women,88,257
Campo Grande,Women,89,487
Campo Grande,Women,90,260
Campo Grande,Women,92,842
Campo Grande,Women,93,273
Campo Grande,Women,94,327
Campo Grande,Women,98,381
Cuiabá,Men,0,1171
Cuiabá,Men,1,3162
Cuiabá,Men,2,4817
Cuiabá,Men,3,2461
Cuiabá,Men,4,9224
Cuiabá,Men,5,7585
Cuiabá,Men,6,6270
Cuiabá,Men,7,4810
Cuiabá,Men,8,4229
Cuiabá,Men,9,7802
Cuiabá,Men,10,2379
Cuiabá,Men,11,2607
Cuiabá,Men,12,4746
Cuiabá,Men,13,4328
Cuiabá,Men,14,5825
Cuiabá,Men,15,3681
Cuiabá,Men,16,4450
Cuiabá,Men,17,5314
Cuiabá,Men,18,6146
Cuiabá,Men,19,4004
Cuiabá,Men,20,5120
Cuiabá,Men,21,5285
Cuiabá,Men,22,4436
Cuiabá,Men,23,7953
Cuiabá,Men,24,7090
Cuiabá,Men,25,5962
Cuiabá,Men,26,7577
Cuiabá,Men,27,5578
Cuiabá,Men,28,5483
Cuiabá,Men,29,6451
Cuiabá,Men,30,3682
Cuiabá,Men,31,7668
Cuiabá,Men,32,4056
Cuiabá,Men,33,6357
Cuiabá,Men,34,7501
Cuiabá,Men,35,6474
Cuiabá,Men,36,8915
Cuiabá,Men,37,4046
Cuiabá,Men,38,4309
Cuiabá,Men,39,5288
Cuiabá,Men,40,7145
Cuiabá,Men,41,4848
Cuiabá,Men,42,1768
Cuiabá,Men,43,3522
Cuiabá,Men,44,5261
Cuiabá,Men,45,2370
Cuiabá,Men,46,6682
Cuiabá,Men,47,4994
Cuiabá,Men,48,6862
Cuiabá,Men,49,4326
Cuiabá,Men,50,2180
Cuiabá,Men,51,3951
Cuiabá,Men,52,2860
Cuiabá,Men,53,1957
Cuiabá,Men,54,4781
Cuiabá,Men,55,3032
Cuiabá,Men,56,2767
Cuiabá,Men,57,2353
Cuiabá,Men,58,5457
Cuiabá,Men,59,2850
Cuiabá,Men,60,3534
Cuiabá,Men,61,2925
Cuiabá,Men,62,2364
Cuiabá,Men,63,2476
Cuiabá,Men,64,2270
Cuiabá,Men,65,1742
Cuiabá,Men,66,2840
Cuiabá,Men,67,3111
Cuiabá,Men,68,1983
Cuiabá,Men,69,1623
Cuiabá,Men,70,1250
Cuiabá,Men,71,2268
Cuiabá,Men,72,1732
Cuiabá,Men,73,1043
Cuiabá,Men,74,772
Cuiabá,Men,75,315
Cuiabá,Men,76,367
Cuiabá,Men,77,1331
Cuiabá,Men,78,942
Cuiabá,Men,79,1120
Cuiabá,Men,80,237
Cuiabá,Men,81,701
Cuiabá,Men,82,189
Cuiabá,Men,83,1151
Cuiabá,Men,86,520
Cuiabá,Men,88,158
Cuiabá,Men,89,486
Cuiabá,Men,98,200
Cuiabá,Women,0,2753
Cuiabá,Women,1,5154
Cuiabá,Women,2,4082
Cuiabá,Women,3,4805
Cuiabá,Women,4,3503
Cuiabá,Women,5,7324
Cuiabá,Women,6,5457
Cuiabá,Women,7,3843
Cuiabá,Women,8,4320
Cuiabá,Women,9,5210
Cuiabá,Women,10,4185
Cuiabá,Women,11,4528
Cuiabá,Women,12,6777
Cuiabá,Women,13,2853
Cuiabá,Women,14,3639
Cuiabá,Women,15,3775
Cuiabá,Women,16,5039
Cuiabá,Women,17,4287
Cuiabá,Women,18,5061
Cuiabá,Women,19,4561
Cuiabá,Women,20,3563
Cuiabá,Women,21,6791
Cuiabá,Women,22,3808
Cuiabá,Women,23,6277
Cuiabá,Women,24,4842
Cuiabá,Women,25,8193
Cuiabá,Women,26,8257
Cuiabá,Women,27,5976
Cuiabá,Women,28,4385
Cuiabá,Women,29,8730
Cuiabá,Women,30,4256
Cuiabá,Women,31,6661
Cuiabá,Women,32,7370
Cuiabá,Women,33,6252
Cuiabá,Women,34,4701
Cuiabá,Women,35,4198
Cuiabá,Women,36,7327
Cuiabá,Women,37,3697
Cuiabá,Women,38,3572
Cuiabá,Women,39,4643
Cuiabá,Women,40,6700
Cuiabá,Women,41,6711
Cuiabá,Women,42,3028
Cuiabá,Women,43,5855
Cuiabá,Women,44,4694
Cuiabá,Women,45,6553
Cuiabá,Women,46,5260
Cuiabá,Women,47,3167
Cuiabá,Women,48,2894
Cuiabá,Women,49,4900
Cuiabá,Women,50,4818
Cuiabá,Women,51,3666
Cuiabá,Women,52,3512
Cuiabá,Women,53,3024
Cuiabá,Women,54,3624
Cuiabá,Women,55,2628
Cuiabá,Women,56,3907
Cuiabá,Women,57,3213
Cuiabá,Women,58,3594
Cuiabá,Women,59,3297
Cuiabá,Women,60,2019
Cuiabá,Women,61,3697
Cuiabá,Women,62,2283
Cuiabá,Women,63,4044
Cuiabá,Women,64,3699
Cuiabá,Women,65,2777
Cuiabá,Women,66,4405
Cuiabá,Women,67,684
Cuiabá,Women,68,2448
Cuiabá,Women,69,1885
Cuiabá,Women,70,833
Cuiabá,Women,71,1383
Cuiabá,Women,72,1759
Cuiabá,Women,73,2126
Cuiabá,Women,74,2366
Cuiabá,Women,75,154
Cuiabá,Women,76,1652
Cuiabá,Women,77,1368
Cuiabá,Women,78,1177
Cuiabá,Women,79,329
Cuiabá,Women,80,446
Cuiabá,Women,81,1034
Cuiabá,Women,82,781
Cuiabá,Women,83,236
Cuiabá,Women,84,1068
Cuiabá,Women,85,350
Cuiabá,Women,87,249
Cuiabá,Women,89,752
Cuiabá,Women,90,803
Cuiabá,Women,91,874
Cuiabá,Women,93,93
Goiânia,Men,0,5727
Goiânia,Men,1,9721
Goiânia,Men,2,10683
Goiânia,Men,3,6818
Goiânia,Men,4,9392
Goiânia,Men,5,14782
Goiânia,Men,6,3592
Goiânia,Men,7,7863
Goiânia,Men,8,13187
Goiânia,Men,9,15138
Goiânia,Men,10,11835
Goiânia,Men,11,5605
Goiânia,Men,12,10241
Goiânia,Men,13,5964
Goiânia,Men,14,7602
Goiânia,Men,15,11800
Goiânia,Men,16,8250
Goiânia,Men,17,12095
Goiânia,Men,18,6775
Goiânia,Men,19,12106
Goiânia,Men,20,18643
Goiânia,Men,21,18787
Goiânia,Men,22,18734
Goiânia,Men,23,16503
Goiânia,Men,24,16216
Goiânia,Men,25,17091
Goiânia,Men,26,18508
Goiânia,Men,27,10309
Goiânia,Men,28,16055
Goiânia,Men,29,8205
Goiânia,Men,30,12384
Goiânia,Men,31,14545
Goiânia,Men,32,13505
Goiânia,Men,33,7767
Goiânia,Men,34,14305
Goiânia,Men,35,12749
Goiânia,Men,36,15443
Goiânia,Men,37,11379
Goiânia,Men,38,13628
Goiânia,Men,39,9316
Goiânia,Men,40,13067
Goiânia,Men,41,10792
Goiânia,Men,42,11835
Goiânia,Men,43,10947
Goiânia,Men,44,9158
Goiânia,Men,45,11724
Goiânia,Men,46,9695
Goiânia,Men,47,10171
Goiânia,Men,48,11746
Goiânia,Men,49,6569
Goiânia,Men,50,10260
Goiânia,Men,51,11966
Goiânia,Men,52,10193
Goiânia,Men,53,5633
Goiânia,Men,54,8847
Goiânia,Men,55,10689
Goiânia,Men,56,6517
Goiânia,Men,57,6398
Goiânia,Men,58,6815
Goiânia,Men,59,7589
Goiânia,Men,60,6104
Goiânia,Men,61,9077
Goiânia,Men,62,7259
Goiânia,Men,63,7461
Goiânia,Men,64,5291
Goiânia,Men,65,4580
Goiânia,Men,66,5725
Goiânia,Men,67,6790
Goiânia,Men,68,6249
Goiânia,Men,69,2282
Goiânia,Men,70,4386
Goiânia,Men,71,1645
Goiânia,Men,72,4820
Goiânia,Men,73,2148
Goiânia,Men,74,4276
Goiânia,Men,75,2999
Goiânia,Men,76,3360
Goiânia,Men,77,1283
Goiânia,Men,78,1743
Goiânia,Men,79,2213
Goiânia,Men,80,1396
Goiânia,Men,81,3938
Goiânia,Men,82,1895
Goiânia,Men,83,1721
Goiânia,Men,84,542
Goiânia,Men,85,933
Goiânia,Men,86,888
Goiânia,Men,88,829
Goiânia,Men,89,252
Goiânia,Men,90,298
Goiânia,Men,91,307
Goiânia,Men,92,1153
Goiânia,Men,97,365
Goiânia,Men,110,55
Goiânia,Women,0,5916
Goiânia,Women,1,9883
Goiânia,Women,2,9206
Goiânia,Women,3,6703
Goiânia,Women,4,6452
Goiânia,Women,5,8975
Goiânia,Women,6,12659
Goiânia,Women,7,9833
Goiânia,Women,8,8341
Goiânia,Women,9,8402
Goiânia,Women,10,8944
Goiânia,Women,11,7909
Goiânia,Women,12,13098
Goiânia,Women,13,7259
Goiânia,Women,14,10624
Goiânia,Women,15,10061
Goiânia,Women,16,13012
Goiânia,Women,17,12464
Goiânia,Women,18,6503
Goiânia,Women,19,7233
Goiânia,Women,20,15728
Goiânia,Women,21,9717
Goiânia,Women,22,12049
Goiânia,Women,23,18817
Goiânia,Women,24,17886
Goiânia,Women,25,12838
Goiânia,Women,26,9513
Goiânia,Women,27,16274
Goiânia,Women,28,13371
Goiânia,Women,29,16243
Goiânia,Women,30,12040
Goiânia,Women,31,11009
Goiânia,Women,32,11236
Goiânia,Women,33,11231
Goiânia,Women,34,11987
Goiânia,Women,35,12602
Goiânia,Women,36,11649
Goiânia,Women,37,10914
Goiânia,Women,38,13432
Goiânia,Women,39,13952
Goiânia,Women,40,11009
Goiânia,Women,41,10386
Goiânia,Women,42,15103
Goiânia,Women,43,13909
Goiânia,Women,44,13005
Goiânia,Women,45,11269
Goiânia,Women,46,13298
Goiânia,Women,47,13783
Goiânia,Women,48,10516
Goiânia,Women,49,12823
Goiânia,Women,50,11222
Goiânia,Women,51,8223
Goiânia,Women,52,7461
Goiânia,Women,53,10214
Goiânia,Women,54,9006
Goiânia,Women,55,8961
Goiânia,Women,56,12244
Goiânia,Women,57,6429
Goiânia,Women,58,11517
Goiânia,Women,59,10698
Goiânia,Women,60,7901
Goiânia,Women,61,8706
Goiânia,Women,62,6727
Goiânia,Women,63,6223
Goiânia,Women,64,5683
Goiânia,Women,65,7153
Goiânia,Women,66,9116
Goiânia,Women,67,4137
Goiânia,Women,68,5854
Goiânia,Women,69,7147
Goiânia,Women,70,4221
Goiânia,Women,71,2776
Goiânia,Women,72,4619
Goiânia,Women,73,5213
Goiânia,Women,74,4975
Goiânia,Women,75,2955
Goiânia,Women,76,4519
Goiânia,Women,77,3031
Goiânia,Women,78,4406
Goiânia,Women,79,1921
Goiânia,Women,80,2884
Goiânia,Women,81,2934
Goiânia,Women,82,1491
Goiânia,Women,83,1614
Goiânia,Women,84,1788
Goiânia,Women,86,903
Goiânia,Women,87,1073
Goiânia,Women,88,534
Goiânia,Women,89,845
Goiânia,Women,93,476
Goiânia,Women,96,339
Goiânia,Women,100,380
Brasília,Men,0,12858
Brasília,Men,1,19585
Brasília,Men,2,19813
Brasília,Men,3,16764
Brasília,Men,4,17843
Brasília,Men,5,25675
Brasília,Men,6,17589
Brasília,Men,7,20419
Brasília,Men,8,22984
Brasília,Men,9,29134
Brasília,Men,10,16771
Brasília,Men,11,21523
Brasília,Men,12,23587
Brasília,Men,13,20513
Brasília,Men,14,23522
Brasília,Men,15,23246
Brasília,Men,16,23776
Brasília,Men,17,28085
Brasília,Men,18,28642
Brasília,Men,19,17168
Brasília,Men,20,23421
Brasília,Men,21,36203
Brasília,Men,22,26628
Brasília,Men,23,26759
Brasília,Men,24,29665
Brasília,Men,25,22505
Brasília,Men,26,23222
Brasília,Men,27,22823
Brasília,Men,28,18641
Brasília,Men,29,21249
Brasília,Men,30,26828
Brasília,Men,31,23910
Brasília,Men,32,27280
Brasília,Men,33,19650
Brasília,Men,34,29339
Brasília,Men,35,24787
Brasília,Men,36,28526
Brasília,Men,37,27019
Brasília,Men,38,25734
Brasília,Men,39,29473
Brasília,Men,40,27109
Brasília,Men,41,23794
Brasília,Men,42,24872
Brasília,Men,43,22108
Brasília,Men,44,22511
Brasília,Men,45,22487
Brasília,Men,46,20655
Brasília,Men,47,20657
Brasília,Men,48,19915
Brasília,Men,49,17946
Brasília,Men,50,17084
Brasília,Men,51,19543
Brasília,Men,52,11821
Brasília,Men,53,18763
Brasília,Men,54,16579
Brasília,Men,55,14813
Brasília,Men,56,13537
Brasília,Men,57,15786
Brasília,Men,58,14871
Brasília,Men,59,13133
Brasília,Men,60,13718
Brasília,Men,61,11022
Brasília,Men,62,10199
Brasília,Men,63,7178
Brasília,Men,64,6753
Brasília,Men,65,6632
Brasília,Men,66,11649
Brasília,Men,67,6373
Brasília,Men,68,8207
Brasília,Men,69,7554
Brasília,Men,70,5877
Brasília,Men,71,3472
Brasília,Men,72,4661
Brasília,Men,73,4955
Brasília,Men,74,4798
Brasília,Men,75,4883
Brasília,Men,76,3645
Brasília,Men,77,4265
Brasília,Men,78,1659
Brasília,Men,79,3388
Brasília,Men,80,1819
Brasília,Men,81,1368
Brasília,Men,82,1578
Brasília,Men,83,887
Brasília,Men,84,1444
Brasília,Men,85,2819
Brasília,Men,86,1816
Brasília,Men,87,974
Brasília,Men,88,773
Brasília,Men,89,617
Brasília,Men,90,1075
Brasília,Men,93,193
Brasília,Women,0,11554
Brasília,Women,1,16793
Brasília,Women,2,20363
Brasília,Women,3,16249
Brasília,Women,4,19407
Brasília,Women,5,21906
Brasília,Women,6,22463
Brasília,Women,7,16927
Brasília,Women,8,18104
Brasília,Women,9,28486
Brasília,Women,10,21037
Brasília,Women,11,17932
Brasília,Women,12,18559
Brasília,Women,13,22411
Brasília,Women,14,21020
Brasília,Women,15,23171
Brasília,Women,16,26060
Brasília,Women,17,21523
Brasília,Women,18,22183
Brasília,Women,19,25232
Brasília,Women,20,22445
Brasília,Women,21,31136
Brasília,Women,22,32452
Brasília,Women,23,33437
Brasília,Women,24,23615
Brasília,Women,25,22638
Brasília,Women,26,21717
Brasília,Women,27,22080
Brasília,Women,28,22745
Brasília,Women,29,23601
Brasília,Women,30,20997
Brasília,Women,31,23833
Brasília,Women,32,26476
Brasília,Women,33,28499
Brasília,Women,34,27366
Brasília,Women,35,26314
Brasília,Women,36,28406
Brasília,Women,37,28677
Brasília,Women,38,42014
Brasília,Women,39,31428
Brasília,Women,40,39173
Brasília,Women,41,26936
Brasília,Women,42,25465
Brasília,Women,43,19779
Brasília,Women,44,25940
Brasília,Women,45,27163
Brasília,Women,46,23608
Brasília,Women,47,20423
Brasília,Women,48,18214
Brasília,Women,49,25541
Brasília,Women,50,24473
Brasília,Women,51,17176
Brasília,Women,52,18674
Brasília,Women,53,19159
Brasília,Women,54,14675
Brasília,Women,55,18051
Brasília,Women,56,20123
Brasília,Women,57,15517
Brasília,Women,58,20746
Brasília,Women,59,13661
Brasília,Women,60,12416
Brasília,Women,61,12785
Brasília,Women,62,12951
Brasília,Women,63,9259
Brasília,Women,64,13194
Brasília,Women,65,11815
Brasília,Women,66,14901
Brasília,Women,67,9466
Brasília,Women,68,10944
Brasília,Women,69,7435
Brasília,Women,70,7631
Brasília,Women,71,6245
Brasília,Women,72,5894
Brasília,Women,73,5179
Brasília,Women,74,7450
Brasília,Women,75,5223
Brasília,Women,76,6565
Brasília,Women,77,3472
Brasília,Women,78,3064
Brasília,Women,79,4133
Brasília,Women,80,4237
Brasília,Women,81,4320
Brasília,Women,82,2458
Brasília,Women,83,2286
Brasília,Women,84,3582
Brasília,Women,85,766
Brasília,Women,86,2052
Brasília,Women,87,1541
Brasília,Women,88,1968
Brasília,Women,89,2007
Brasília,Women,90,898
Brasília,Women,91,2427
Brasília,Women,92,294
Brasília,Women,93,1164
Brasília,Women,94,639
